cueverse_id,player_id,account_id,preferred_name,seasons_in_archive,first_season,last_season,status
history_,cmt4vaalz005j6rik5u8h4dh3,5356,history_,1,2007 S4B,2007 S4B,active
mandy.lici0us,cmt4vaao6005k6rika1dfi0qu,5357,mandy.lici0us,2,2007 S4B,2007 S6B,active
xlx_phenom_xlx,cmt4vaaqe005l6rikliucyzim,5358,xlx_phenom_xlx,1,2007 S4B,2007 S4B,active
optimistic_c0ntestant,cmt4vaask005m6rikyvm9jo5z,5359,optimistic_c0ntestant,2,2007 S4B,2007 S5B,active
dave222007,cmt4vaaur005n6rikh60hvrbf,5360,dave222007,1,2007 S4B,2007 S4B,active
jedi.hunter,cmt4vaawz005o6rik3mij0f8n,5361,jedi.hunter,2,2007 S4B,2007 S5B,active
tino.nica,cmt4vaaz6005p6rikrbdgoadv,5362,tino.nica,1,2007 S4B,2007 S4B,active
oo_glitch_oo,cmt4vab1e005q6rikwyghfmsx,5363,oo_glitch_oo,1,2007 S4B,2007 S4B,active
king_8.ball,cmt4vab3k005r6rik3d1xxfd3,5364,king_8.ball,1,2007 S4B,2007 S4B,active
safety.shot,cmt4vab5p005s6rik7eyevr6y,5365,safety.shot,2,2007 S4B,2007 S5B,active
snow_bastard2,cmt4vab7u005t6rikcvair1t8,5366,snow_bastard2,3,2007 S4B,2007 S6B,active
d4ym0,cmt4vaba1005u6rikthoahvfa,5367,d4ym0,1,2007 S4B,2007 S4B,active
f4nny.baws,cmt4vabca005v6rikl2dl31ok,5368,f4nny.baws,1,2007 S4B,2007 S4B,active
sexi.brandi,cmt4vabei005w6rikb6a0f7cb,5369,sexi.brandi,1,2007 S4B,2007 S4B,active
fsd_jam,cmt4vabgu005x6rik17yekc14,5370,fsd_jam,1,2007 S4B,2007 S4B,active
lvlr_degrassi2k5,cmt4vabj3005y6rikrp0oqlcj,5371,lvlr_degrassi2k5,1,2007 S4B,2007 S4B,active
mvp_wiz,cmt4vablb005z6rikvaazxovv,5372,mvp_wiz,1,2007 S4B,2007 S4B,active
viibbeezz,cmt4vabnm00606riktu32v0b4,5373,viibbeezz,1,2007 S4B,2007 S4B,active
irish.champ,cmt4vabps00616rikqc9va15b,5374,irish.champ,1,2007 S4B,2007 S4B,active
mr_pp_pants,cmt4vabs000626riklhjr604i,5375,mr_pp_pants,1,2007 S4B,2007 S4B,active
the_all_starz_com,cmt4vabu700636rikt49915bo,5376,the_all_starz_com,9,2007 S4B,2010 S2B,active
sicc_p00ler,cmt4vabwo00646rikwmc7hm76,5377,sicc_p00ler,1,2007 S5B,2007 S5B,active
ll_f4tal_ll,cmt4vabz400656rikp7ramsx6,5378,ll_f4tal_ll,2,2007 S4B,2007 S5B,active
xlx_pie_xlx,cmt4vac1g00666rikb21mh8fg,5379,xlx_pie_xlx,1,2007 S5B,2007 S5B,active
x_sparkky_x,cmt4vac3t00676rikwcyr14il,5380,x_sparkky_x,2,2007 S5B,2007 S6B,active
gracious_joseph,cmt4vac6a00686riksxw6311p,5381,gracious_joseph,1,2007 S5B,2007 S5B,active
kraazy_kevy,cmt4vac8o00696rikzhr8f6lx,5382,kraazy_kevy,1,2007 S5B,2007 S5B,active
phuck.aimers,cmt4vacb1006a6rik2jpbjzbn,5383,phuck.aimers,2,2007 S5B,2007 S6B,active
heartagram_x666,cmt4vacdd006b6rikho2z8te6,5384,heartagram_x666,1,2007 S5B,2007 S5B,active
txa_skittz,cmt4vacfn006c6rikffvrxrgw,5385,txa_skittz,5,2007 S5B,2009 S3A,active
godlyen,cmt4vachx006d6rika0h6u7ad,5386,godlyen,1,2007 S5B,2007 S5B,active
confused_kid191,cmt4vack5006e6rik6jicv4zb,5387,confused_kid191,1,2007 S5B,2007 S5B,active
aa.queen,cmt4vacmh006f6rik6spfzt0m,5388,aa.queen,1,2007 S5B,2007 S5B,active
newbish.supreme,cmt4vacop006g6rikeu06nlx2,5389,newbish.supreme,2,2007 S5B,2007 S6B,active
no_ang3l,cmt4vacr4006h6rikp40d6ksn,5390,no_ang3l,1,2007 S5B,2007 S5B,active
aka.hammad,cmt4vactf006i6rikc58j4ncn,5391,aka.hammad,1,2007 S5B,2007 S5B,active
l_am_aa,cmt4vacvq006j6rik2hj8rgji,5392,l_am_aa,1,2007 S5B,2007 S5B,active
ll_eskimo_ownage_ll,cmt4vacy1006k6rikiyiuo0ty,5393,ll_eskimo_ownage_ll,4,2007 S5B,2010 S1B,active
xdis.enchantedx,cmt4vad0c006l6rikosdb6whu,5394,xdis.enchantedx,3,2007 S5B,2008 S5B,active
ll_goodwooter_ll,cmt4vad2o006m6rikn3uof3r5,5395,ll_goodwooter_ll,3,2007 S5B,2008 S1B,active
har.tley,cmt4vad56006n6rik4p3swaoz,5396,har.tley,2,2007 S5B,2007 S6B,active
mvp_hick,cmt4vad7j006o6rik2cpsywap,5397,mvp_hick,1,2007 S5B,2007 S5B,active
p_a_y_d_i_r_t,cmt4vad9t006p6rikhsac1cp0,5398,p_a_y_d_i_r_t,2,2007 S5B,2007 S6B,active
eminem_thebadboy,cmt4vadc4006q6rik0cua3vdf,5399,eminem_thebadboy,1,2007 S5B,2007 S5B,active
the_hustler_effect,cmt4vaded006r6rikdoo545mx,5400,the_hustler_effect,1,2007 S5B,2007 S5B,active
mvp.domination,cmt4vadgo006s6rikod05oupi,5401,mvp.domination,1,2007 S5B,2007 S5B,active
xx_mon_the_gers_xx,cmt4vadj4006t6rikdg1gg1w7,5402,xx_mon_the_gers_xx,1,2007 S5B,2007 S5B,active
worst.choker,cmt4vadl9006u6rik34zgq6x8,5403,worst.choker,1,2007 S5B,2007 S5B,active
uber_stu,cmt4vadnh006v6rikffucjqoj,5404,uber_stu,3,2007 S5B,2008 S1B,active
ser.i0us,cmt4vadps006w6riknrlgkbk1,5405,ser.i0us,1,2007 S5B,2007 S5B,active
slamballmanlita@sbcglobal.net,cmt4vadrz006x6rikvp0jr3on,5406,slamballmanlita@sbcglobal.net,2,2007 S5B,2007 S6B,active
syko.bastard,cmt4vadu9006y6rikpoii3umy,5407,syko.bastard,1,2007 S5B,2007 S5B,active
dx1greg2000,cmt4vadwl006z6rikhjbzht2t,5408,dx1greg2000,1,2007 S5B,2007 S5B,active
sspunkyyy,cmt4vadyx00706rikeqghtg3p,5409,sspunkyyy,1,2007 S5B,2007 S5B,active
scathed_angel,cmt4vae1800716rikb5kfjhbr,5410,scathed_angel,1,2007 S5B,2007 S5B,active
xlx_the_definition_of_pain_xlx,cmt4vae3i00726rik3opm4u2t,5411,xlx_the_definition_of_pain_xlx,1,2007 S5B,2007 S5B,active
n0thsa13,cmt4vae5u00736rikzusih0r1,5412,n0thsa13,1,2007 S5B,2007 S5B,active
teh.h4x0r,cmt4vae8400746rikevkwwmip,5413,teh.h4x0r,1,2007 S5B,2007 S5B,active
nol4n_lz_no1,cmt4vaeae00756rik3ryh352j,5414,nol4n_lz_no1,1,2007 S5B,2007 S5B,active
dan.0wnz,cmt4vaecn00766rikon5gd14q,5415,dan.0wnz,1,2007 S5B,2007 S5B,active
devilstatus,cmt4vaef000776riko2j2j22c,5416,devilstatus,1,2007 S6B,2007 S6B,active
pixieangel20,cmt4vaehh00786rik3ctjyu8a,5417,pixieangel20,1,2007 S6B,2007 S6B,active
yf_master,cmt4vaek700796rikonf28j8z,5418,yf_master,1,2007 S6B,2007 S6B,active
ever_tragic,cmt4vaen3007a6rik0te0xwe2,5419,ever_tragic,1,2007 S6B,2007 S6B,active
wondernig,cmt4vaeps007b6rikemswrima,5420,wondernig,1,2007 S6B,2007 S6B,active
precise.runner,cmt4vaess007c6rikjnb80g6s,5421,precise.runner,4,2007 S6B,2013 S3A,active
optimus.price,cmt4vaev6007d6rikkwz9bd8v,5422,optimus.price,1,2007 S6B,2007 S6B,active
l_sicc_l,cmt4vaexm007e6riklsxw4qwn,5423,l_sicc_l,1,2007 S6B,2007 S6B,active
maldito_p4blo,cmt4vaezz007f6rikrmt4r3b8,5424,maldito_p4blo,2,2007 S6B,2008 S1B,active
the_all_stars_com,cmt4vaf2h007g6rik8lapa3lv,5425,the_all_stars_com,1,2007 S6B,2007 S6B,active
n0thsa,cmt4vaf4r007h6rik2nxvr173,5426,n0thsa,1,2007 S6B,2007 S6B,active
pool.n0ob,cmt4vaf74007i6rikkfudaymw,5427,pool.n0ob,4,2007 S6B,2009 S2B,active
l3_u_r_n_z,cmt4vaf9j007j6rikisuhvrmd,5428,l3_u_r_n_z,1,2007 S6B,2007 S6B,active
old_school_technique,cmt4vafby007k6rikr9odxkgg,5429,old_school_technique,1,2007 S6B,2007 S6B,active
_silent_man,cmt4vafeh007l6rikw5bjnvsr,5430,_silent_man,1,2007 S6B,2007 S6B,active
xlx_grey_xlx,cmt4vafgt007m6riknjfrd15r,5431,xlx_grey_xlx,1,2007 S6B,2007 S6B,active
mvp_croz,cmt4vafj9007n6rikag06lcgx,5432,mvp_croz,10,2007 S6B,2011 S5A,active
vishis_biitch,cmt4vaflj007o6rik6zxuaqjz,5433,vishis_biitch,1,2007 S6B,2007 S6B,active
x0xhammadx0x,cmt4vafnw007p6rikuorp59wg,5434,x0xhammadx0x,1,2007 S6B,2007 S6B,active
tara_cuddlebear,cmt4vafq6007q6rikitdoispg,5435,tara_cuddlebear,1,2007 S6B,2007 S6B,active
qop_diasy,cmt4vafsh007r6rikv9j6bc8v,5436,qop_diasy,1,2007 S6B,2007 S6B,active
o0_p_a_c_m_a_n_0o,cmt4vafus007s6rikwcy7elnr,5437,o0_p_a_c_m_a_n_0o,1,2007 S6B,2007 S6B,active
austin_0wns,cmt4vafx3007t6rikzylmhgzs,5438,austin_0wns,1,2007 S6B,2007 S6B,active
newwb,cmt4vafzf007u6rikn6qg2d86,5439,newwb,2,2007 S6B,2008 S1B,active
ft.masta,cmt4vag1o007v6rikx03dm890,5440,ft.masta,1,2007 S6B,2007 S6B,active
t4ble_runner,cmt4vag42007w6rikxdmfq8xa,5441,t4ble_runner,1,2007 S6B,2007 S6B,active
xlx_gonzapool_xlx,cmt4vag6q007x6riknlhuu8cw,5442,xlx_gonzapool_xlx,1,2007 S6B,2007 S6B,active
l2ise,cmt4vag97007y6rikl19m8r2v,5443,l2ise,1,2007 S6B,2007 S6B,active
kid_weasel,cmt4vagbp007z6rikvi2y6340,5444,kid_weasel,1,2007 S6B,2007 S6B,active
o.wnizzle,cmt4vage100806rikn1ynjrnh,5445,o.wnizzle,1,2007 S6B,2007 S6B,active
x.jus10,cmt4vaggc00816rik26hybrr2,5446,x.jus10,1,2007 S6B,2007 S6B,active
s_e_d_u_c_t_i_v_e,cmt4vagim00826rikzauzjtwb,5447,s_e_d_u_c_t_i_v_e,2,2008 S1B,2008 S2B,active
mr_uber,cmt4vagkt00836rikb7faz0gw,5448,mr_uber,1,2008 S1B,2008 S1B,active
xphilramseyx,cmt4vagn100846rikbkq9mhsz,5449,xphilramseyx,3,2008 S1B,2009 S3A,active
irish_gary,cmt4vagp900856riknvqo7tb3,5450,irish_gary,1,2008 S1B,2008 S1B,active
ypools_most_wanted_aimer,cmt4vagrg00866rikwm9iu0n1,5451,ypools_most_wanted_aimer,2,2008 S1B,2008 S2B,active
unsnookable,cmt4vagto00876rikk4csx1sy,5452,unsnookable,1,2008 S1B,2008 S1B,active
mawz_5,cmt4vagvy00886rik9sr94wju,5453,mawz_5,2,2008 S1B,2008 S2B,active
snow_bastard3,cmt4vagy400896rikr2407q22,5454,snow_bastard3,3,2008 S1B,2009 S3B,active
pr0_murda,cmt4vah0k008a6rikpr53mlrv,5455,pr0_murda,1,2008 S1B,2008 S1B,active
totally_pro_noob,cmt4vah2u008b6rikhuojhgtn,5456,totally_pro_noob,6,2008 S1B,2009 S2A,active
lll_n0_lll,cmt4vah55008c6rik7j7hnedn,5457,lll_n0_lll,5,2008 S1B,2009 S1B,active
jeannafied,cmt4vah7f008d6rik9p1ard5q,5458,jeannafied,1,2008 S1B,2008 S1B,active
l2ockstal2,cmt4vah9r008e6rik86ytb60c,5459,l2ockstal2,2,2008 S1B,2008 S4B,active
snooker_k1ng,cmt4vahc1008f6rikat9mylu4,5460,snooker_k1ng,1,2008 S1B,2008 S1B,active
alex.owne,cmt4vahed008g6rikg7fd21a0,5461,alex.owne,1,2008 S1B,2008 S1B,active
wy.clef,cmt4vahgm008h6riktmwbxo2j,5462,wy.clef,1,2008 S1B,2008 S1B,active
lvlasse,cmt4vahiw008i6rik1h74bmqe,5463,lvlasse,2,2008 S1B,2008 S5A,active
mld_goku_inmortal,cmt4vahl4008j6rik3jyi1smm,5464,mld_goku_inmortal,1,2008 S1B,2008 S1B,active
how_biza,cmt4vahnk008k6rike8vnz422,5465,how_biza,1,2008 S1B,2008 S1B,active
snooky_style,cmt4vahpr008l6rikpi136ann,5466,snooky_style,4,2008 S1B,2008 S5B,active
cerebral.aftermath,cmt4vahs1008m6rik3wi5dgsr,5467,cerebral.aftermath,5,2008 S1B,2009 S1A,active
drew.poolgod,cmt4vahu7008n6rikixs13bzr,5468,drew.poolgod,1,2008 S1B,2008 S1B,active
xl2atedx,cmt4vahwg008o6rik68o15rzj,5469,xl2atedx,1,2008 S1B,2008 S1B,active
ll3rattt,cmt4vahyp008p6rikfuuwgtd5,5470,ll3rattt,1,2008 S1B,2008 S1B,active
pool_ang3l,cmt4vai0z008q6rik273cqno2,5471,pool_ang3l,1,2008 S1B,2008 S1B,active
_12inches,cmt4vai36008r6rikzy4yheha,5472,_12inches,1,2008 S1B,2008 S1B,active
lnstinct_cue,cmt4vai5c008s6rikgemr7z8q,5473,lnstinct_cue,1,2008 S1B,2008 S1B,active
juan_98_88,cmt4vai7j008t6rikwhbownwx,5474,juan_98_88,1,2008 S1B,2008 S1B,active
mac2201,cmt4vai9q008u6rikkdiipmkk,5475,mac2201,1,2008 S1B,2008 S1B,active
com.pulsive,cmt4vaibz008v6rikd1cwxwpn,5476,com.pulsive,1,2008 S1B,2008 S1B,active
q.ctrl,cmt4vaie8008w6rik7x0w74se,5477,q.ctrl,1,2008 S1B,2008 S1B,active
tw.ista,cmt4vaigf008x6rikzxd9bvhg,5478,tw.ista,3,2008 S1B,2011 S5B,active
tbd,cmt4vaiil008y6rikhzwqvzd5,5479,tbd,14,2008 S1B,2011 S5A,active
lvlister_alex,cmt4vaikt008z6rikkykbhm41,5480,lvlister_alex,3,2008 S2B,2008 S4B,active
l_lost_my_marblez,cmt4vain100906rikmvhp665a,5481,l_lost_my_marblez,5,2008 S2B,2009 S6A,active
sex_ified,cmt4vaip700916rikk8gj7vh9,5482,sex_ified,2,2008 S2B,2008 S5A,active
sonof.agun,cmt4vaire00926rikso7ryjv3,5483,sonof.agun,3,2006 S2B,2008 S2B,active
pro.ashley,cmt4vaitl00936rik4bgv78qx,5484,pro.ashley,3,2008 S2B,2008 S5A,active
nevvf,cmt4vaivt00946rikz9soi87k,5485,nevvf,6,2008 S2B,2012 S2A,active
xlx_pool.devil_xlx,cmt4vaixz00956rikn8kfyd0c,5486,xlx_pool.devil_xlx,1,2008 S2B,2008 S2B,active
hpv,cmt4vaj0800966rik96lh5r74,5487,hpv,1,2008 S2B,2008 S2B,active
mean.,cmt4vaj2h00976rikgdph74ny,5488,mean.,2,2008 S2B,2009 S4B,active
tiffys_apic,cmt4vaj4t00986rikafc6laks,5489,tiffys_apic,1,2008 S2B,2008 S2B,active
snooker.dotcom,cmt4vaj7000996rikgibowvbu,5490,snooker.dotcom,1,2008 S2B,2008 S2B,active
p_0_r_n_0,cmt4vaj98009a6rikuqgzeq1r,5491,p_0_r_n_0,1,2008 S2B,2008 S2B,active
jasonlippi01234,cmt4vajbi009b6rik6601x4d1,5492,jasonlippi01234,2,2008 S2B,2008 S4B,active
ymp_illuder,cmt4vajdt009c6rik14y57vfs,5493,ymp_illuder,1,2008 S2B,2008 S2B,active
import_,cmt4vajg5009d6rikyc56d790,5494,import_,1,2008 S2B,2008 S2B,active
steviewonder_,cmt4vajid009e6rik7g83c9fq,5495,steviewonder_,1,2008 S2B,2008 S2B,active
xxx_pool_magician_xxx,cmt4vajkk009f6rikpd1ossvn,5496,xxx_pool_magician_xxx,2,2008 S2B,2008 S3A,active
themvp66,cmt4vajms009g6rik2oqnz43l,5497,themvp66,4,2008 S2B,2010 S4A,active
spaanky,cmt4vajp4009h6rikv65j1uya,5498,spaanky,2,2008 S2B,2008 S3B,active
stfu_play_ty,cmt4vajrd009i6rik5ujl8wbr,5499,stfu_play_ty,1,2008 S2B,2008 S2B,active
mister.geeky,cmt4vajtn009j6riklidddwox,5500,mister.geeky,1,2008 S2B,2008 S2B,active
ll_pool_rookie_ll,cmt4vajw3009k6rikutc0kjbb,5501,ll_pool_rookie_ll,8,2008 S3B,2009 S6B,active
xmvpxmikex,cmt4vajym009l6rikh47hlewj,5502,xmvpxmikex,1,2008 S3B,2008 S3B,active
infatuation_xxx,cmt4vak0w009m6rikbk0s432o,5503,infatuation_xxx,3,2008 S3B,2008 S5B,active
l_wes_l,cmt4vak3d009n6rikazwqpw71,5504,l_wes_l,2,2008 S3B,2008 S4B,active
mr.r4ndom,cmt4vak5n009o6rikjn7frjyz,5505,mr.r4ndom,1,2008 S3B,2008 S3B,active
scorpion_my,cmt4vak7x009p6rikwvpfb7ws,5506,scorpion_my,1,2008 S3B,2008 S3B,active
elmo.ryry,cmt4vaka7009q6rik4x9erbcb,5507,elmo.ryry,1,2008 S3B,2008 S3B,active
outlaw_cowboy25,cmt4vakcj009r6rik99u51hva,5508,outlaw_cowboy25,1,2008 S3B,2008 S3B,active
x_just.in_x,cmt4vakes009s6rikuox0sdr9,5509,x_just.in_x,2,2008 S3B,2008 S4B,active
llvllaster.l3anker,cmt4vakh2009t6rikgjedx4n2,5510,llvllaster.l3anker,1,2008 S3B,2008 S3B,active
nealejess401,cmt4vakja009u6rik9rnhiepw,5511,nealejess401,2,2008 S3B,2008 S5B,active
xcanuckleheadx,cmt4vaklp009v6rika7qd1nql,5512,xcanuckleheadx,2,2008 S3B,2008 S4B,active
lvlr_degrassislam@sbcglobal.net,cmt4vako4009w6rikdcicl2h8,5513,lvlr_degrassislam@sbcglobal.net,2,2008 S3B,2009 S3B,active
pro.feshinal,cmt4vakqj009x6rikcwy38hck,5514,pro.feshinal,2,2008 S3B,2008 S4A,active
superstar.robinho,cmt4vakst009y6riknvvl0f8f,5515,superstar.robinho,1,2008 S3B,2008 S3B,active
xxx_ypools_prince_xxx,cmt4vakv0009z6rikk9ryko3h,5516,xxx_ypools_prince_xxx,1,2008 S3B,2008 S3B,active
mr_rusty,cmt4vakx700a06rikzbv2k6l0,5517,mr_rusty,1,2008 S3B,2008 S3B,active
ny_mets2008,cmt4vakzh00a16rikx39ya0l4,5518,ny_mets2008,1,2008 S3B,2008 S3B,active
hi.whats_up,cmt4val1n00a26rikx3dv0w70,5519,hi.whats_up,1,2008 S3B,2008 S3B,active
taprun,cmt4val3v00a36riktg960rj4,5520,taprun,1,2008 S3B,2008 S3B,active
fsl_teabag,cmt4val6200a46rikwu28n6ag,5521,fsl_teabag,1,2008 S3B,2008 S3B,active
trumpsterized,cmt4val8b00a56riki7tcbbku,5522,trumpsterized,6,2008 S3B,2010 S4B,active
lilsparky67,cmt4valai00a66rikm20unemu,5523,lilsparky67,10,2008 S3B,2013 S4A,active
xlx_marty_uk_xlx,cmt4valcn00a76rikmsh2opvr,5524,xlx_marty_uk_xlx,1,2008 S3B,2008 S3B,active
justagod,cmt4valev00a86rikim8hoe7h,5525,justagod,1,2008 S3B,2008 S3B,active
d1ll1ng3r3sc4p3pl4n,cmt4valh300a96rikbpzjk0lx,5526,d1ll1ng3r3sc4p3pl4n,1,2008 S3B,2008 S3B,active
the_pool_professor,cmt4valj900aa6rikjv6a40mf,5527,the_pool_professor,7,2008 S2A,2012 S5A,active
xball.controlx,cmt4vallg00ab6riku05gat8w,5528,xball.controlx,1,2008 S3A,2008 S3A,active
spinnit_,cmt4valno00ac6rikr9fnt35o,5529,spinnit_,1,2008 S3A,2008 S3A,active
classy_boy,cmt4valpy00ad6rikaychdwvh,5530,classy_boy,1,2008 S3A,2008 S3A,active
ll_ewis,cmt4vals400ae6rik0b7hcqnh,5531,ll_ewis,4,2008 S3A,2012 S2A,active
sexytiburondriver2,cmt4valub00af6rikmosxv9uu,5532,sexytiburondriver2,1,2008 S3A,2008 S3A,active
lvlj_the_king,cmt4valwi00ag6rik0s2t1sr4,5533,lvlj_the_king,8,2007 S2A,2009 S3A,active
x_gdit_x,cmt4valyr00ah6rikf3xratj0,5534,x_gdit_x,1,2008 S3A,2008 S3A,active
uber.geeky,cmt4vam1200ai6rikcd17fa7w,5535,uber.geeky,1,2008 S3A,2008 S3A,active
xlx_proness_xlx,cmt4vam3d00aj6rikjbdsb48t,5536,xlx_proness_xlx,3,2007 S5A,2008 S3A,active
y.poo1,cmt4vam5l00ak6rikox853685,5537,y.poo1,2,2008 S3A,2008 S4A,active
xlx_gus_xlx,cmt4vam7t00al6riknuz3gk5o,5538,xlx_gus_xlx,1,2008 S3A,2008 S3A,active
xxx_high_king_xxx,cmt4vama100am6rikmxa2v64b,5539,xxx_high_king_xxx,1,2008 S3A,2008 S3A,active
legend_oz,cmt4vamc700an6rik77rah6gw,5540,legend_oz,1,2008 S3A,2008 S3A,active
newenglaander,cmt4vameg00ao6rikn157ltks,5541,newenglaander,1,2008 S3A,2008 S3A,active
x_psychopath_unleashed_x,cmt4vamgp00ap6rikj2wnvaj4,5542,x_psychopath_unleashed_x,7,2006 S6A,2008 S5A,active
de.fected,cmt4vamjn00aq6rikqa5rs14z,5543,de.fected,1,2008 S4B,2008 S4B,active
supa.pothead,cmt4vamlx00ar6rikf09w4u8r,5544,supa.pothead,2,2008 S4B,2008 S5B,active
x_craig_rulez_x,cmt4vamo600as6rikq1ftrlrp,5545,x_craig_rulez_x,1,2008 S4B,2008 S4B,active
l_real.deal_l,cmt4vamqc00at6rikwv7f5nil,5546,l_real.deal_l,1,2008 S4B,2008 S4B,active
skillz_2_sh0w,cmt4vamsk00au6rikepgmu57k,5547,skillz_2_sh0w,1,2008 S4B,2008 S4B,active
p0werbitch,cmt4vamuo00av6rik3zbgoh8h,5548,p0werbitch,1,2008 S4B,2008 S4B,active
snooky.technician,cmt4vamwu00aw6rikv9jh5pep,5549,snooky.technician,2,2008 S4B,2008 S5B,active
l3lack_jesus,cmt4vamz300ax6rikeuizr1bo,5550,l3lack_jesus,8,2008 S4B,2011 S5B,active
improved.n00b,cmt4van1e00ay6rik9e1fbqq5,5551,improved.n00b,2,2008 S4B,2008 S5B,active
darkinc87,cmt4van3l00az6rik9cutns06,5552,darkinc87,1,2008 S4B,2008 S4B,active
aa_for_life,cmt4van5v00b06rik427pjzl1,5553,aa_for_life,2,2008 S4B,2008 S5A,active
_carnages,cmt4van8300b16rikfrw8ca5b,5554,_carnages,1,2008 S4B,2008 S4B,active
l7_l2_0,cmt4vanak00b26rikhm8z97lu,5555,l7_l2_0,2,2008 S4B,2008 S5B,active
lvlusti,cmt4vanct00b36rik8mhhu6u4,5556,lvlusti,8,2008 S4B,2011 S4B,active
eng.lishman,cmt4vanf200b46rikq66r9mti,5557,eng.lishman,1,2008 S4B,2008 S4B,active
tacoby_bellsbury,cmt4vanh900b56rikcnubz1ii,5558,tacoby_bellsbury,2,2008 S4B,2008 S5B,active
sicc.ctrl,cmt4vanjf00b66rikknsoghmh,5559,sicc.ctrl,1,2008 S4B,2008 S4B,active
def.t0nes_returns,cmt4vanll00b76rikz5392e5p,5560,def.t0nes_returns,1,2008 S4A,2008 S4A,active
x_whypool_x,cmt4vannu00b86rikvsloh9gg,5561,x_whypool_x,1,2008 S4A,2008 S4A,active
lvlagician_0z,cmt4vanq100b96rik6046nzur,5562,lvlagician_0z,1,2008 S4A,2008 S4A,active
total.ctrl,cmt4vansa00ba6rikgtvrvba3,5563,total.ctrl,1,2008 S4A,2008 S4A,active
mr_camtasia,cmt4vanun00bb6rikeytvru86,5564,mr_camtasia,5,2008 S1A,2011 S5A,active
nwb,cmt4vanwx00bc6rik6e77w2ku,5565,nwb,3,2008 S4A,2009 S6B,active
_woo_hoo_,cmt4vanzp00bd6rikq4owo4dd,5566,_woo_hoo_,3,2008 S1A,2009 S6A,active
iam.godly,cmt4vao2800be6rikmnjeef6l,5567,iam.godly,1,2008 S4A,2008 S4A,active
crust21,cmt4vao4i00bf6rik7i7yqjcg,5568,crust21,1,2008 S4A,2008 S4A,active
au.stralia,cmt4vao6o00bg6rikcf8kdt21,5569,au.stralia,1,2008 S4A,2008 S4A,active
xl_gus_xl,cmt4vao8x00bh6rikjuvhpien,5570,xl_gus_xl,2,2008 S4A,2008 S5A,active
x7_balledx,cmt4vaob800bi6rikug7y57pu,5571,x7_balledx,3,2008 S4A,2009 S1A,active
danny452c,cmt4vaodi00bj6rikg6094vl8,5572,danny452c,2,2008 S4A,2008 S5A,active
sicc.destroyer,cmt4vaofw00bk6rikzrt68zwh,5573,sicc.destroyer,2,2008 S4A,2008 S5B,active
va_l3adass,cmt4vaoi400bl6rik4s7b17uj,5574,va_l3adass,1,2008 S4A,2008 S4A,active
bang_technician,cmt4vaoke00bm6rikl6itgw7z,5575,bang_technician,1,2008 S4A,2008 S4A,active
mvp.bank,cmt4vaomn00bn6rik98rcs2v3,5576,mvp.bank,2,2008 S5A,2009 S1A,active
lvlesmerizing,cmt4vaoox00bo6rikqgaoxy2l,5577,lvlesmerizing,1,2008 S5A,2008 S5A,active
xlx_skill_xlx,cmt4vaor700bp6rikfthxvxvr,5578,xlx_skill_xlx,8,2008 S5A,2011 S5A,active
wyte.folks,cmt4vaotg00bq6rik5g2telqs,5579,wyte.folks,7,2008 S5A,2013 S1A,active
smack_down_,cmt4vaovq00br6rik9tsyg6qm,5580,smack_down_,5,2008 S5A,2010 S1A,active
ypool_star,cmt4vaoy400bs6rikit9xge5n,5581,ypool_star,1,2008 S5A,2008 S5A,active
bigblue2k,cmt4vap0h00bt6rikxpfe8611,5582,bigblue2k,21,2008 S5A,2014 S1A,active
sakic.returns,cmt4vap2u00bu6rikjejryrt7,5583,sakic.returns,2,2008 S5A,2009 S1B,active
nick_ownzz,cmt4vap5300bv6rikcs0bk184,5584,nick_ownzz,10,2008 S5A,2013 S1B,active
fsm_reaper,cmt4vap7a00bw6rik81prc71m,5585,fsm_reaper,1,2008 S5A,2008 S5A,active
ll_aka.pc_ll,cmt4vap9g00bx6rik40b091gl,5586,ll_aka.pc_ll,1,2008 S5A,2008 S5A,active
the_bez_is_back,cmt4vapbn00by6rikhrbro5sc,5587,the_bez_is_back,1,2008 S5A,2008 S5A,active
dj.marky_s,cmt4vapdt00bz6rik1peksgoe,5588,dj.marky_s,1,2008 S5B,2008 S5B,active
nasty_sluts_welcome,cmt4vapg000c06rikvfqo9qg9,5589,nasty_sluts_welcome,1,2008 S5B,2008 S5B,active
xlx_craig_has_the_skillz_xlx,cmt4vapi900c16rik1zjg9fs0,5590,xlx_craig_has_the_skillz_xlx,2,2008 S5B,2009 S1B,active
rod_play_pool,cmt4vapkf00c26riknonala76,5591,rod_play_pool,2,2008 S5B,2009 S1A,active
l_pr0.pat_l,cmt4vapml00c36rikdoh1cl6m,5592,l_pr0.pat_l,1,2008 S5B,2008 S5B,active
jasonlippi01,cmt4vapor00c46rikr68krjbg,5593,jasonlippi01,6,2008 S5B,2010 S4B,active
tam_s0,cmt4vapqw00c56rik23hohcfg,5594,tam_s0,5,2008 S5B,2009 S4A,active
l1_stephen_1,cmt4vapt900c66rikwj0pjls3,5595,l1_stephen_1,23,2008 S5B,2013 S5A,active
i.1ost,cmt4vapvh00c76rikduhmjnb9,5596,i.1ost,1,2008 S5B,2008 S5B,active
illusioniiist,cmt4vapxw00c86rik9hac6x1s,5597,illusioniiist,1,2008 S5B,2008 S5B,active
