group_id,season_id,division,group_letter,player_id,slot,played,wins,losses,draws,games_for,games_against,win_pct,points,bonus,total
2007-s1-B-GB,2007-s1,B,B,P0307,3,6,4,2,0,28,32,47,12,1,13
2007-s1-B-GB,2007-s1,B,B,P0183,4,6,2,3,1,26,34,43,7,1,8
2007-s1-B-GB,2007-s1,B,B,P0441,5,6,0,5,1,24,36,40,1,1,2
2007-s1-B-GB,2007-s1,B,B,P0467,6,6,4,2,0,34,26,57,12,1,13
2007-s1-B-GC,2007-s1,B,C,P0296,0,6,4,2,0,34,26,57,12,1,13
2007-s1-B-GC,2007-s1,B,C,P0821,1,5,3,2,0,28,22,56,9,1,10
2007-s1-B-GC,2007-s1,B,C,P0491,2,6,2,2,2,30,31,49,8,1,9
2007-s1-B-GC,2007-s1,B,C,P0766,3,5,0,5,0,14,37,27,0,1,1
2007-s1-B-GC,2007-s1,B,C,P0485,4,6,3,2,1,32,28,53,10,1,11
2007-s1-B-GC,2007-s1,B,C,P0698,5,6,2,3,1,29,31,48,7,1,8
2007-s1-B-GC,2007-s1,B,C,P0876,6,6,5,1,0,38,22,63,15,1,16
2007-s1-B-GD,2007-s1,B,D,P0695,0,6,4,1,1,36,24,60,13,1,14
2007-s1-B-GD,2007-s1,B,D,P0872,1,6,3,3,0,34,26,57,9,1,10
2007-s1-B-GD,2007-s1,B,D,P0887,2,4,3,1,0,24,16,60,9,1,10
2007-s1-B-GD,2007-s1,B,D,P0842,3,6,0,6,0,18,42,30,0,1,1
2007-s1-B-GD,2007-s1,B,D,P0591,4,6,5,1,0,45,15,75,15,1,16
2007-s1-B-GD,2007-s1,B,D,P0665,5,6,3,3,0,26,34,43,9,1,10
2007-s1-B-GD,2007-s1,B,D,P0663,6,6,2,3,1,22,38,37,7,1,8
2007-s1-B-GE,2007-s1,B,E,P0404,0,6,4,1,1,35,25,58,13,1,14
2007-s1-B-GE,2007-s1,B,E,P0217,1,6,3,3,0,27,33,45,9,1,10
2007-s1-B-GE,2007-s1,B,E,P0795,2,6,3,3,0,34,26,57,9,1,10
2007-s1-B-GE,2007-s1,B,E,P0731,3,6,4,2,0,34,26,57,12,1,13
2007-s1-B-GE,2007-s1,B,E,P0673,4,6,1,5,0,17,43,28,3,1,4
2007-s1-B-GE,2007-s1,B,E,P0813,5,6,4,2,0,39,21,65,12,1,13
2007-s1-B-GE,2007-s1,B,E,P0835,6,6,1,4,1,24,36,40,4,1,5
2007-s1-B-GF,2007-s1,B,F,P0315,0,6,4,2,0,33,27,55,12,1,13
2007-s1-B-GF,2007-s1,B,F,P0913,1,6,3,2,1,36,24,60,10,1,11
2007-s1-B-GF,2007-s1,B,F,P0683,2,6,0,5,1,10,50,17,1,1,2
2007-s1-B-GF,2007-s1,B,F,P0344,3,6,4,2,0,35,25,58,12,1,13
2007-s1-B-GF,2007-s1,B,F,P0819,4,6,4,1,1,39,21,65,13,1,14
2007-s1-B-GF,2007-s1,B,F,P0465,5,6,1,3,2,24,36,40,5,1,6
2007-s1-B-GF,2007-s1,B,F,P0126,6,6,2,3,1,33,27,55,7,1,8
2007-s1-B-GG,2007-s1,B,G,P0009,0,3,1,2,0,17,13,57,3,0,3
2007-s1-B-GG,2007-s1,B,G,P0822,1,2,1,1,0,9,11,45,3,0,3
2007-s1-B-GG,2007-s1,B,G,P0241,2,5,0,5,0,15,35,30,0,0,0
2007-s1-B-GG,2007-s1,B,G,P0831,3,3,3,0,0,19,11,63,9,0,9
2007-s1-B-GG,2007-s1,B,G,P0447,4,5,3,2,0,27,23,54,9,0,9
2007-s1-B-GG,2007-s1,B,G,P0327,5,6,4,2,0,33,27,55,12,1,13
2007-s1-B-GG,2007-s1,B,G,P0914,6,2,1,1,0,10,10,50,3,0,3
2007-s1-B-GH,2007-s1,B,H,P0741,0,6,1,1,4,30,30,50,7,1,8
2007-s1-B-GH,2007-s1,B,H,P0771,1,6,3,2,1,31,29,52,10,1,11
2007-s1-B-GH,2007-s1,B,H,P0452,2,6,3,1,2,35,25,58,11,1,12
2007-s1-B-GH,2007-s1,B,H,P0932,3,5,2,1,2,25,25,50,8,1,9
2007-s1-B-GH,2007-s1,B,H,P0051,4,6,2,3,1,32,28,53,7,1,8
2007-s1-B-GH,2007-s1,B,H,P0544,5,6,4,1,1,36,24,60,13,1,14
2007-s1-B-GH,2007-s1,B,H,P0772,6,6,0,5,1,19,41,32,1,1,2
2007-s1-B-GI,2007-s1,B,I,P0667,0,6,1,5,0,18,42,30,3,1,4
2007-s1-B-GI,2007-s1,B,I,P0431,1,6,4,2,0,35,25,58,12,1,13
2007-s1-B-GI,2007-s1,B,I,P0763,2,6,4,2,0,33,27,55,12,1,13
2007-s1-B-GI,2007-s1,B,I,P0406,3,6,1,5,0,21,39,35,3,1,4
2007-s1-B-GI,2007-s1,B,I,P0862,4,6,4,2,0,37,23,62,12,1,13
2007-s1-B-GI,2007-s1,B,I,P0514,5,6,5,1,0,40,20,67,15,1,16
2007-s1-B-GI,2007-s1,B,I,P0742,6,6,2,4,0,26,34,43,6,1,7
2007-s2-A-GA,2007-s2,A,A,P0920,0,5,4,1,0,30,20,60,12,1,13
2007-s2-A-GA,2007-s2,A,A,P0843,1,6,2,3,1,30,30,50,7,1,8
2007-s2-A-GA,2007-s2,A,A,P0223,2,6,2,4,0,27,33,45,6,1,7
2007-s2-A-GA,2007-s2,A,A,P0363,3,6,3,2,1,32,28,53,10,1,11
2007-s2-A-GA,2007-s2,A,A,P0140,4,6,3,2,1,33,27,55,10,1,11
2007-s2-A-GA,2007-s2,A,A,P0905,5,6,2,2,2,25,35,42,8,1,9
2007-s2-A-GA,2007-s2,A,A,P0491,6,6,2,3,1,29,31,48,7,1,8
2007-s2-A-GB,2007-s2,A,B,P0385,0,6,4,1,1,38,22,63,13,1,14
2007-s2-A-GB,2007-s2,A,B,P0362,1,2,0,2,0,7,13,35,0,0,0
2007-s2-A-GB,2007-s2,A,B,P0029,2,6,4,2,0,38,22,63,12,1,13
2007-s2-A-GB,2007-s2,A,B,P0617,3,3,0,2,1,11,19,37,1,0,1
2007-s2-A-GB,2007-s2,A,B,P0068,4,1,1,0,0,6,4,60,3,0,3
2007-s2-A-GB,2007-s2,A,B,P0196,5,5,4,1,0,37,13,74,12,1,13
2007-s2-A-GB,2007-s2,A,B,P0242,6,6,4,2,0,39,21,65,12,1,13
2007-s2-A-GC,2007-s2,A,C,P0609,0,6,0,5,1,20,40,33,1,1,2
2007-s2-A-GC,2007-s2,A,C,P0655,1,6,2,2,2,29,31,48,8,1,9
2007-s2-A-GC,2007-s2,A,C,P0812,2,6,3,1,2,32,28,53,11,1,12
2007-s2-A-GC,2007-s2,A,C,P0258,3,6,4,0,2,44,16,73,14,1,15
2007-s2-A-GC,2007-s2,A,C,P0024,4,6,1,2,3,27,33,45,6,1,7
2007-s2-A-GC,2007-s2,A,C,P0378,5,6,1,1,4,30,30,50,7,1,8
2007-s2-A-GC,2007-s2,A,C,P0659,6,6,3,3,0,28,32,47,9,1,10
2007-s2-A-GD,2007-s2,A,D,P0321,0,6,4,1,1,38,22,63,13,1,14
2007-s2-A-GD,2007-s2,A,D,P0335,1,5,0,3,2,18,32,36,2,0,2
2007-s2-A-GD,2007-s2,A,D,P0541,2,6,1,3,2,27,33,45,5,1,6
2007-s2-A-GD,2007-s2,A,D,P0131,3,4,0,2,2,16,24,40,2,0,2
2007-s2-A-GD,2007-s2,A,D,P0300,4,6,1,2,3,30,30,50,6,1,7
2007-s2-A-GD,2007-s2,A,D,P0897,5,6,4,1,1,34,26,57,13,1,14
2007-s2-A-GD,2007-s2,A,D,P0205,6,6,4,1,1,34,26,57,13,1,14
2007-s2-A-GE,2007-s2,A,E,P0493,0,6,5,0,1,37,23,62,16,1,17
2007-s2-A-GE,2007-s2,A,E,P0270,1,6,5,1,0,41,19,68,15,1,16
2007-s2-A-GE,2007-s2,A,E,P0485,2,6,2,4,0,26,34,43,6,1,7
2007-s2-A-GE,2007-s2,A,E,P0333,3,6,3,3,0,33,27,55,9,1,10
2007-s2-A-GE,2007-s2,A,E,P0224,4,6,4,1,1,36,24,60,13,1,14
2007-s2-A-GE,2007-s2,A,E,P0616,5,6,1,5,0,23,37,38,3,1,4
2007-s2-A-GE,2007-s2,A,E,P0427,6,4,0,4,0,14,26,35,0,0,0
2007-s2-A-GF,2007-s2,A,F,P0430,0,6,4,2,0,32,28,53,12,1,13
2007-s2-A-GF,2007-s2,A,F,P0819,1,6,2,4,0,28,32,47,6,1,7
2007-s2-A-GF,2007-s2,A,F,P0240,2,6,3,3,0,32,28,53,9,1,10
2007-s2-A-GF,2007-s2,A,F,P0186,3,6,3,3,0,24,36,40,9,1,10
2007-s2-A-GF,2007-s2,A,F,P0344,4,6,2,4,0,26,34,43,6,0,6
2007-s2-A-GF,2007-s2,A,F,P0902,5,6,3,2,1,34,26,57,10,1,11
2007-s2-A-GF,2007-s2,A,F,P0247,6,6,3,2,1,34,26,57,10,1,11
2007-s2-A-GG,2007-s2,A,G,P0917,0,5,0,4,1,14,36,28,1,0,1
2007-s2-A-GG,2007-s2,A,G,P0165,1,5,1,3,1,22,28,44,4,0,4
2007-s2-A-GG,2007-s2,A,G,P0512,2,6,6,0,0,42,18,70,18,1,19
2007-s2-A-GG,2007-s2,A,G,P0172,3,6,4,2,0,34,26,57,12,1,13
2007-s2-A-GG,2007-s2,A,G,P0856,4,3,0,2,1,9,21,30,1,0,1
2007-s2-A-GG,2007-s2,A,G,P0411,5,5,3,1,1,33,17,66,10,1,11
2007-s2-A-GG,2007-s2,A,G,P0877,6,3,1,2,0,14,16,47,3,0,3
2007-s2-A-GH,2007-s2,A,H,P0440,0,6,2,4,0,16,44,27,6,1,7
2007-s2-A-GH,2007-s2,A,H,P0717,1,6,1,5,0,20,40,33,3,1,3
2007-s2-A-GH,2007-s2,A,H,P0931,2,6,2,4,0,28,32,47,6,1,7
2007-s2-A-GH,2007-s2,A,H,P0777,3,6,3,3,0,34,26,57,9,1,10
2007-s2-A-GH,2007-s2,A,H,P0874,4,6,6,0,0,45,15,75,18,1,19
2007-s2-A-GH,2007-s2,A,H,P0239,5,6,4,2,0,37,23,62,12,1,13
2007-s2-A-GH,2007-s2,A,H,P0250,6,6,3,3,0,30,30,50,9,1,10
2007-s2-A-GI,2007-s2,A,I,P0094,0,6,3,2,1,30,30,50,10,1,11
2007-s2-A-GI,2007-s2,A,I,P0769,1,6,4,1,1,35,25,58,13,1,14
2007-s2-A-GI,2007-s2,A,I,P0725,2,6,1,5,0,24,36,40,3,1,4
2007-s2-A-GI,2007-s2,A,I,P0607,3,6,5,1,0,40,20,67,15,1,16
2007-s2-A-GI,2007-s2,A,I,P0806,4,6,0,6,0,18,42,30,0,1,1
2007-s2-A-GI,2007-s2,A,I,P0863,5,6,4,2,0,34,26,57,12,1,13
2007-s2-A-GI,2007-s2,A,I,P0839,6,6,3,3,0,30,30,50,9,1,10
2007-s2-B-GA,2007-s2,B,A,P0327,0,5,4,0,1,36,14,72,13,0,13
2007-s2-B-GA,2007-s2,B,A,P0798,1,6,4,1,1,34,26,57,13,1,14
2007-s2-B-GA,2007-s2,B,A,P0441,2,6,4,2,0,33,27,55,12,1,13
2007-s2-B-GA,2007-s2,B,A,P0699,3,6,2,4,0,24,36,40,6,1,7
2007-s2-B-GA,2007-s2,B,A,P0688,4,6,3,3,0,36,24,60,9,1,10
2007-s2-B-GA,2007-s2,B,A,P0743,5,5,0,5,0,12,38,24,0,0,0
2007-s2-B-GA,2007-s2,B,A,P0822,6,4,1,3,0,15,25,38,3,0,3
2007-s2-B-GB,2007-s2,B,B,P0051,0,6,5,1,0,42,18,70,15,1,16
2007-s2-B-GB,2007-s2,B,B,P0766,1,6,1,5,0,12,48,20,3,1,4
2007-s2-B-GB,2007-s2,B,B,P0789,2,6,0,6,0,20,40,33,0,1,1
2007-s2-B-GB,2007-s2,B,B,P0404,3,6,3,3,0,33,27,55,9,1,10
2007-s2-B-GB,2007-s2,B,B,P0823,4,6,5,1,0,39,21,65,15,1,16
2007-s2-B-GB,2007-s2,B,B,P0241,5,6,4,2,0,32,28,53,12,1,13
2007-s2-B-GB,2007-s2,B,B,P0814,6,6,3,3,0,32,28,53,9,1,10
2007-s2-B-GC,2007-s2,B,C,P0359,0,6,3,2,1,36,24,60,10,1,11
2007-s2-B-GC,2007-s2,B,C,P0484,1,5,4,0,1,37,13,74,13,1,14
2007-s2-B-GC,2007-s2,B,C,P0217,2,6,3,1,2,33,27,55,11,1,12
2007-s2-B-GC,2007-s2,B,C,P0467,3,5,2,3,0,21,29,42,6,0,6
2007-s2-B-GC,2007-s2,B,C,P0913,4,6,2,2,2,33,27,55,8,1,9
2007-s2-B-GC,2007-s2,B,C,P0591,5,2,0,2,0,8,12,40,0,0,0
2007-s2-B-GC,2007-s2,B,C,P0700,6,5,2,1,2,30,20,60,8,0,8
2007-s2-B-GD,2007-s2,B,D,P0908,0,6,2,4,0,27,33,45,6,1,7
2007-s2-B-GD,2007-s2,B,D,P0668,1,6,0,6,0,15,45,25,0,1,1
2007-s2-B-GD,2007-s2,B,D,P0701,2,6,5,1,0,35,25,58,15,1,16
2007-s2-B-GD,2007-s2,B,D,P0680,3,6,4,2,0,30,30,50,12,1,13
2007-s2-B-GD,2007-s2,B,D,P0772,4,6,2,4,0,30,30,50,6,1,7
2007-s2-B-GD,2007-s2,B,D,P0842,5,6,4,2,0,39,21,65,12,1,13
2007-s2-B-GD,2007-s2,B,D,P0750,6,6,4,2,0,34,26,57,12,1,13
2007-s2-B-GE,2007-s2,B,E,P0648,0,6,0,6,0,12,48,20,0,1,1
2007-s2-B-GE,2007-s2,B,E,P0406,1,6,1,5,0,18,42,30,3,0,3
2007-s2-B-GE,2007-s2,B,E,P0558,2,6,5,1,0,41,19,68,15,1,16
2007-s2-B-GE,2007-s2,B,E,P0431,3,6,3,3,0,32,28,53,9,1,10
2007-s2-B-GE,2007-s2,B,E,P0447,4,6,4,2,0,40,20,60,12,1,13
2007-s2-B-GE,2007-s2,B,E,P0315,5,6,4,2,0,35,25,58,12,1,13
2007-s2-B-GE,2007-s2,B,E,P0864,6,6,4,2,0,32,28,53,12,1,13
2007-s2-B-GF,2007-s2,B,F,P0868,0,6,2,3,1,25,35,42,7,1,8
2007-s2-B-GF,2007-s2,B,F,P0805,1,6,2,4,0,26,34,43,6,1,7
2007-s2-B-GF,2007-s2,B,F,P0848,2,6,0,5,1,18,32,30,1,1,2
2007-s2-B-GF,2007-s2,B,F,P0824,3,6,3,2,1,31,29,52,10,1,11
2007-s2-B-GF,2007-s2,B,F,P0885,4,6,5,1,0,34,26,57,15,1,16
2007-s2-B-GF,2007-s2,B,F,P0453,5,6,5,0,1,43,17,72,16,1,17
2007-s2-B-GF,2007-s2,B,F,P0835,6,6,1,4,1,28,32,47,5,1,6
2007-s3-A-GA,2007-s3,A,A,P0140,0,6,6,0,0,43,17,72,18,1,19
2007-s3-A-GA,2007-s3,A,A,P0431,1,6,0,5,1,18,42,30,1,1,2
2007-s3-A-GA,2007-s3,A,A,P0729,2,6,0,5,1,17,43,28,1,1,2
2007-s3-A-GA,2007-s3,A,A,P0247,3,6,4,1,1,38,22,62,13,1,14
2007-s3-A-GA,2007-s3,A,A,P0333,4,6,4,1,1,43,17,72,13,1,14
2007-s3-A-GA,2007-s3,A,A,P0344,5,6,2,4,0,19,41,32,6,1,7
2007-s3-A-GA,2007-s3,A,A,P0812,6,6,3,3,0,32,28,53,9,1,10
2007-s3-A-GB,2007-s3,A,B,P0493,0,6,3,2,1,30,30,50,10,1,11
2007-s3-A-GB,2007-s3,A,B,P0655,1,6,2,3,1,28,32,47,7,1,8
2007-s3-A-GB,2007-s3,A,B,P0750,2,6,1,4,1,27,33,45,4,1,5
2007-s3-A-GB,2007-s3,A,B,P0662,3,6,1,3,2,27,33,45,5,1,6
2007-s3-A-GB,2007-s3,A,B,P0767,4,5,4,1,0,33,17,66,12,1,13
2007-s3-A-GB,2007-s3,A,B,P0131,5,6,1,2,3,31,29,52,6,1,7
2007-s3-A-GB,2007-s3,A,B,P0094,6,6,5,1,0,32,28,53,15,1,16
2007-s3-A-GC,2007-s3,A,C,P0844,0,5,1,3,1,15,35,30,4,0,4
2007-s3-A-GC,2007-s3,A,C,P0753,1,6,4,1,1,37,23,62,13,1,14
2007-s3-A-GC,2007-s3,A,C,P0073,2,6,3,2,1,34,26,57,10,1,11
2007-s3-A-GC,2007-s3,A,C,P0825,3,4,1,3,0,10,30,25,3,0,3
2007-s3-A-GC,2007-s3,A,C,P0702,4,6,5,1,0,49,11,82,15,1,16
2007-s3-A-GC,2007-s3,A,C,P0732,5,5,0,4,1,8,42,16,1,0,1
2007-s3-A-GC,2007-s3,A,C,P0819,6,6,3,3,0,37,23,62,9,1,10
2007-s3-A-GD,2007-s3,A,D,P0205,0,6,4,2,0,33,27,55,12,1,13
2007-s3-A-GD,2007-s3,A,D,P0877,1,6,1,4,1,26,34,43,4,1,5
2007-s3-A-GD,2007-s3,A,D,P0857,2,6,4,1,1,37,23,62,13,1,14
2007-s3-A-GD,2007-s3,A,D,P0541,3,5,3,2,0,30,30,50,9,1,10
2007-s3-A-GD,2007-s3,A,D,P0240,4,6,2,4,0,24,36,40,6,1,7
2007-s3-A-GD,2007-s3,A,D,P0404,5,6,3,3,0,26,34,43,9,1,10
2007-s3-A-GD,2007-s3,A,D,P0703,6,6,3,3,0,34,26,57,9,1,10
2007-s3-A-GE,2007-s3,A,E,P0826,0,6,2,2,2,32,28,53,8,1,9
2007-s3-A-GE,2007-s3,A,E,P0196,1,6,3,3,0,31,29,52,9,1,10
2007-s3-A-GE,2007-s3,A,E,P0165,2,6,3,3,0,25,35,42,9,1,10
2007-s3-A-GE,2007-s3,A,E,P0616,3,6,2,4,0,24,36,40,6,1,7
2007-s3-A-GE,2007-s3,A,E,P0032,4,6,5,1,0,38,22,63,15,1,16
2007-s3-A-GE,2007-s3,A,E,P0897,5,6,4,1,1,36,24,60,13,1,14
2007-s3-A-GE,2007-s3,A,E,P0718,6,6,0,5,1,24,36,40,1,1,2
2007-s3-A-GF,2007-s3,A,F,P0363,0,3,2,0,1,19,11,63,7,0,7
2007-s3-A-GF,2007-s3,A,F,P0778,1,3,1,2,0,14,16,47,3,0,3
2007-s3-A-GF,2007-s3,A,F,P0024,2,6,2,2,2,31,29,52,8,1,9
2007-s3-A-GF,2007-s3,A,F,P0484,3,6,4,2,0,36,24,60,12,1,13
2007-s3-A-GF,2007-s3,A,F,P0166,4,4,0,3,1,15,25,38,1,0,1
2007-s3-A-GF,2007-s3,A,F,P0321,5,6,6,0,0,44,16,73,18,1,19
2007-s3-A-GF,2007-s3,A,F,P0485,6,4,0,4,0,9,31,23,0,0,0
2007-s3-A-GG,2007-s3,A,G,P0607,0,6,3,1,2,36,24,60,11,1,12
2007-s3-A-GG,2007-s3,A,G,P0874,1,6,4,1,1,38,22,63,13,1,14
2007-s3-A-GG,2007-s3,A,G,P0704,2,6,0,6,0,14,46,23,0,1,1
2007-s3-A-GG,2007-s3,A,G,P0853,3,6,4,1,1,35,25,58,13,1,14
2007-s3-A-GG,2007-s3,A,G,P0694,4,6,2,4,0,26,34,43,6,1,7
2007-s3-A-GG,2007-s3,A,G,P0184,5,6,3,1,2,34,26,57,11,1,12
2007-s3-A-GG,2007-s3,A,G,P0934,6,6,2,4,0,27,33,45,6,1,7
2007-s3-A-GH,2007-s3,A,H,P0659,0,6,3,2,1,30,30,50,10,1,11
2007-s3-A-GH,2007-s3,A,H,P0921,1,6,5,1,0,45,15,75,15,1,16
2007-s3-A-GH,2007-s3,A,H,P0757,2,5,2,3,0,24,26,48,6,0,6
2007-s3-A-GH,2007-s3,A,H,P0172,3,4,2,2,0,21,19,53,6,0,6
2007-s3-A-GH,2007-s3,A,H,P0885,4,4,0,3,1,12,28,30,1,0,1
2007-s3-A-GH,2007-s3,A,H,P0754,5,6,2,3,1,26,34,43,7,1,8
2007-s3-A-GH,2007-s3,A,H,P0807,6,3,1,1,1,12,18,40,4,0,4
2007-s3-B-GA,2007-s3,B,A,P0917,0,5,1,4,0,24,26,48,3,0,3
2007-s3-B-GA,2007-s3,B,A,P0359,1,5,2,3,0,21,29,42,6,0,6
2007-s3-B-GA,2007-s3,B,A,P0315,2,6,5,0,1,38,22,63,16,1,17
2007-s3-B-GA,2007-s3,B,A,P0764,3,6,4,1,1,37,23,62,13,1,14
2007-s3-B-GA,2007-s3,B,A,P0499,4,4,1,3,0,15,25,38,3,0,3
2007-s3-B-GA,2007-s3,B,A,P0848,5,6,4,2,0,32,28,53,12,1,13
2007-s3-B-GA,2007-s3,B,A,P0836,6,6,0,4,2,23,37,38,2,1,3
2007-s3-B-GB,2007-s3,B,B,P0447,0,5,1,4,0,23,27,46,3,0,3
2007-s3-B-GB,2007-s3,B,B,P0441,1,6,1,4,1,25,35,42,4,1,5
2007-s3-B-GB,2007-s3,B,B,P0796,2,6,4,1,1,41,19,62,13,1,14
2007-s3-B-GB,2007-s3,B,B,P0223,3,6,4,1,1,41,19,68,13,1,14
2007-s3-B-GB,2007-s3,B,B,P0805,4,6,4,1,1,32,28,53,13,1,14
2007-s3-B-GB,2007-s3,B,B,P0889,5,4,0,2,2,11,29,28,2,0,2
2007-s3-B-GB,2007-s3,B,B,P0340,6,5,2,3,0,17,33,34,6,0,6
2007-s3-B-GC,2007-s3,B,C,P0803,0,6,4,2,0,39,21,65,12,1,13
2007-s3-B-GC,2007-s3,B,C,P0855,1,4,0,4,0,3,37,8,0,0,0
2007-s3-B-GC,2007-s3,B,C,P0882,2,4,0,4,0,14,26,35,0,0,0
2007-s3-B-GC,2007-s3,B,C,P0744,3,6,3,3,0,27,33,45,9,1,10
2007-s3-B-GC,2007-s3,B,C,P0051,4,6,5,0,1,45,15,75,16,1,17
2007-s3-B-GC,2007-s3,B,C,P0864,5,4,0,4,0,6,34,15,0,0,0
2007-s3-B-GC,2007-s3,B,C,P0680,6,6,5,0,1,46,14,77,16,1,17
2007-s3-B-GD,2007-s3,B,D,P0217,0,6,5,1,0,36,24,60,15,1,16
2007-s3-B-GD,2007-s3,B,D,P0761,1,6,4,2,0,33,27,55,12,1,13
2007-s3-B-GD,2007-s3,B,D,P0865,2,5,1,3,1,22,28,44,4,0,4
2007-s3-B-GD,2007-s3,B,D,P0814,3,5,0,4,1,17,33,34,1,0,1
2007-s3-B-GD,2007-s3,B,D,P0774,4,6,5,1,0,41,19,68,15,1,16
2007-s3-B-GD,2007-s3,B,D,P0577,5,4,0,4,0,10,30,25,0,0,0
2007-s3-B-GD,2007-s3,B,D,P0664,6,6,3,3,0,31,29,52,9,1,10
2007-s3-B-GE,2007-s3,B,E,P0842,0,6,3,2,1,35,25,58,10,1,11
2007-s3-B-GE,2007-s3,B,E,P0895,1,5,1,3,1,21,29,42,4,0,4
2007-s3-B-GE,2007-s3,B,E,P0712,2,6,5,0,1,40,20,67,16,1,17
2007-s3-B-GE,2007-s3,B,E,P0801,3,5,0,5,0,12,38,24,0,0,0
2007-s3-B-GE,2007-s3,B,E,P0908,4,4,0,4,0,4,36,10,0,0,0
2007-s3-B-GE,2007-s3,B,E,P0558,5,6,4,2,0,38,22,63,12,1,13
2007-s3-B-GE,2007-s3,B,E,P0633,6,6,3,0,3,40,20,66,12,1,13
2007-s3-B-GF,2007-s3,B,F,P0669,0,6,3,3,0,27,33,45,9,1,10
2007-s3-B-GF,2007-s3,B,F,P0789,1,4,0,3,1,17,23,43,1,0,1
2007-s3-B-GF,2007-s3,B,F,P0737,2,6,5,1,0,33,27,55,15,1,16
2007-s3-B-GF,2007-s3,B,F,P0822,3,5,0,4,1,5,45,10,1,1,2
2007-s3-B-GF,2007-s3,B,F,P0772,4,6,3,1,2,40,20,67,11,1,12
2007-s3-B-GF,2007-s3,B,F,P0685,5,4,1,2,1,16,24,40,4,1,5
2007-s3-B-GF,2007-s3,B,F,P0791,6,6,4,1,1,43,17,77,13,1,14
2007-s4-A-GA,2007-s4,A,A,P0658,0,6,4,2,0,40,20,67,12,1,13
2007-s4-A-GA,2007-s4,A,A,P0724,1,6,4,2,0,41,19,68,12,1,13
2007-s4-A-GA,2007-s4,A,A,P0845,2,6,3,2,1,38,22,63,10,1,11
2007-s4-A-GA,2007-s4,A,A,P0879,3,0,0,0,0,0,0,,,,
2007-s4-A-GA,2007-s4,A,A,P0532,4,6,1,4,1,18,42,36,4,0,4
2007-s4-A-GA,2007-s4,A,A,P0713,5,5,1,4,0,10,40,20,3,0,3
2007-s4-A-GA,2007-s4,A,A,P0940,6,6,5,1,0,40,20,67,15,1,16
2007-s4-A-GB,2007-s4,A,B,P0029,0,5,2,2,1,24,26,48,7,0,7
2007-s4-A-GB,2007-s4,A,B,P0655,1,6,3,3,0,31,29,52,9,1,10
2007-s4-A-GB,2007-s4,A,B,P0737,2,5,1,4,0,20,30,40,3,0,3
2007-s4-A-GB,2007-s4,A,B,P0714,3,6,4,2,0,36,24,60,12,1,13
2007-s4-A-GB,2007-s4,A,B,P0897,4,6,4,0,2,34,26,57,14,1,15
2007-s4-A-GB,2007-s4,A,B,P0679,5,6,1,5,0,24,36,40,3,1,4
2007-s4-A-GB,2007-s4,A,B,P0609,6,6,3,2,1,31,29,52,10,1,11
2007-s4-A-GC,2007-s4,A,C,P0846,0,5,1,4,0,16,34,32,3,0,3
2007-s4-A-GC,2007-s4,A,C,P0333,1,5,2,3,0,24,26,48,6,0,6
2007-s4-A-GC,2007-s4,A,C,P0690,2,6,4,1,1,30,30,50,13,1,14
2007-s4-A-GC,2007-s4,A,C,P0718,3,6,1,5,0,25,35,42,3,1,4
2007-s4-A-GC,2007-s4,A,C,P0131,4,6,5,1,0,42,18,70,15,1,16
2007-s4-A-GC,2007-s4,A,C,P0933,5,6,3,3,0,31,29,52,9,1,10
2007-s4-A-GC,2007-s4,A,C,P0617,6,5,3,1,1,32,28,53,10,1,11
2007-s4-A-GD,2007-s4,A,D,P0024,0,6,2,2,2,29,31,48,8,1,9
2007-s4-A-GD,2007-s4,A,D,P0363,1,6,4,2,0,43,17,72,12,1,13
2007-s4-A-GD,2007-s4,A,D,P0753,2,6,3,2,1,36,24,60,10,1,11
2007-s4-A-GD,2007-s4,A,D,P0702,3,6,3,0,3,35,25,58,12,1,13
2007-s4-A-GD,2007-s4,A,D,P0851,4,5,,3,2,16,34,32,2,0,2
2007-s4-A-GD,2007-s4,A,D,P0739,5,6,2,1,3,35,25,58,9,1,10
2007-s4-A-GD,2007-s4,A,D,P0921,6,0,0,0,0,0,0,,,,
2007-s4-A-GE,2007-s4,A,E,P0732,0,6,2,4,0,27,33,45,6,1,7
2007-s4-A-GE,2007-s4,A,E,P0297,1,6,5,1,0,44,16,73,15,1,16
2007-s4-A-GE,2007-s4,A,E,P0827,2,6,1,5,0,16,44,27,3,0,3
2007-s4-A-GE,2007-s4,A,E,P0440,3,6,3,2,1,37,23,62,10,1,11
2007-s4-A-GE,2007-s4,A,E,P0694,4,6,0,6,0,18,42,30,0,1,1
2007-s4-A-GE,2007-s4,A,E,P0073,5,6,4,2,0,32,28,53,12,1,13
2007-s4-A-GE,2007-s4,A,E,P0584,6,6,5,0,1,36,24,60,16,1,17
2007-s4-A-GF,2007-s4,A,F,P0774,0,6,1,5,0,20,40,33,3,1,4
2007-s4-A-GF,2007-s4,A,F,P0223,1,6,5,1,0,40,20,67,15,1,16
2007-s4-A-GF,2007-s4,A,F,P0853,2,6,4,2,0,35,25,58,12,1,13
2007-s4-A-GF,2007-s4,A,F,P0493,3,6,6,0,0,42,18,70,18,1,19
2007-s4-A-GF,2007-s4,A,F,P0383,4,6,3,3,0,31,29,52,9,1,10
