playoff_id,season_id,division,seed,player_id,handle
2006-s7-A,2006-s7,A,61,P0247,ch1cubs_1908
2006-s7-A,2006-s7,A,62,P0535,new.bies
2006-s7-A,2006-s7,A,63,P0535,new.bies
2006-s7-B,2006-s7,B,1,P0371,wizard22_
2006-s7-B,2006-s7,B,2,P0344,real_fkin_deal
2006-s7-B,2006-s7,B,3,P0465,l3itch.slap
2006-s7-B,2006-s7,B,4,P0344,real_fkin_deal
2006-s7-B,2006-s7,B,5,P0307,xXx_Sa_t_an_xXx
2006-s7-B,2006-s7,B,6,P0301,d.aym0 W/C
2006-s7-B,2006-s7,B,7,P0605,strawberry.goddess W/C
2006-s7-B,2006-s7,B,8,P0550,pimp.tactics
2006-s7-B,2006-s7,B,9,P0484,playhard_
2006-s7-B,2006-s7,B,10,P0484,playhard_
2006-s7-B,2006-s7,B,11,P0538,noobtastic_aimer
2006-s7-B,2006-s7,B,12,P0447,king.2068
2006-s7-B,2006-s7,B,13,P0447,king.2068
2006-s7-B,2006-s7,B,14,P0009,copenhagen8us
2006-s7-B,2006-s7,B,15,P0241,canadian_pool_stud
2006-s7-B,2006-s7,B,16,P0240,x_majik_shots_x
2006-s7-B,2006-s7,B,17,P0240,x_majik_shots_x
2006-s7-B,2006-s7,B,18,P0591,stonesy_plp
2006-s7-B,2006-s7,B,19,P0196,pool_warrior2002
2006-s7-B,2006-s7,B,20,P0217,bang.king
2006-s7-B,2006-s7,B,21,P0433,kerryanne_24 W/C
2006-s7-B,2006-s7,B,22,P0327,Devilstature
2006-s7-B,2006-s7,B,23,P0442,kid_cardiff W/C
2006-s7-B,2006-s7,B,24,P0159,_DBest
2006-s7-B,2006-s7,B,25,P0219,bar.wars
2006-s7-B,2006-s7,B,26,P0302,dahstroy
2006-s7-B,2006-s7,B,27,P0302,dahstroy
2006-s7-B,2006-s7,B,28,P0296,so_wolf_cub4
2006-s7-B,2006-s7,B,29,P0608,ta.lent W/C
2007-s1-A,2007-s1,A,1,P0853,Msc_Masta
2007-s1-A,2007-s1,A,2,P0853,Msc_Masta
2007-s1-A,2007-s1,A,3,P0363,goober_tyler
2007-s1-A,2007-s1,A,4,P0007,mtvaldo
2007-s1-A,2007-s1,A,5,P0261,new.zealand
2007-s1-A,2007-s1,A,6,P0617,tubaccy_spittin_rebel
2007-s1-A,2007-s1,A,7,P0076,Jmunoz3rd
2007-s1-A,2007-s1,A,8,P0484,Playhard_
2007-s1-A,2007-s1,A,9,P0512,pool.instinct
2007-s1-A,2007-s1,A,10,P0493,o.wn4ge
2007-s1-A,2007-s1,A,11,P0812,o00_mwxzk_00o
2007-s1-A,2007-s1,A,12,P0205,arctic_cat_limited
2007-s1-A,2007-s1,A,13,P0430,the_pool_apprentice
2007-s1-A,2007-s1,A,14,P0717,xvx_k1ng_xvx
2007-s1-A,2007-s1,A,15,P0250,ll_chex_ll
2007-s1-A,2007-s1,A,16,P0385,King_James_
2007-s1-A,2007-s1,A,17,P0239,c_l2_a_l_g
2007-s1-A,2007-s1,A,18,P0029,jabronni16
2007-s1-A,2007-s1,A,19,P0029,jabronni16
2007-s1-A,2007-s1,A,20,P0440,kidfromperu
2007-s1-A,2007-s1,A,21,P0808,with_eaze
2007-s1-A,2007-s1,A,22,P0897,sou.banh
2007-s1-A,2007-s1,A,23,P0172,owned_ggs
2007-s1-A,2007-s1,A,24,P0321,xlx_under_dog_xlx
2007-s1-A,2007-s1,A,25,P0411,MeetingJoe
2007-s1-A,2007-s1,A,26,P0270,chrisxkaren
2007-s1-A,2007-s1,A,27,P0073,xlx_britishpoolking_xlx
2007-s1-A,2007-s1,A,28,P0333,dr.dreww
2007-s1-A,2007-s1,A,29,P0018,bongman420_
2007-s1-A,2007-s1,A,30,P0655,a_l2_j_u_n
2007-s1-A,2007-s1,A,31,P0939,URIIEL66
2007-s1-A,2007-s1,A,32,P0697,hornypom
2007-s1-B,2007-s1,B,1,P0938,Ugurized
2007-s1-B,2007-s1,B,2,P0938,Ugurized
2007-s1-B,2007-s1,B,3,P0296,so_wolf_cub4
2007-s1-B,2007-s1,B,4,P0452,mld_koralito_mld
2007-s1-B,2007-s1,B,5,P0467,l_mcgrady_l
2007-s1-B,2007-s1,B,6,P0771,mld_g0ku_z_mld.enet
2007-s1-B,2007-s1,B,7,P0327,Devilstature
2007-s1-B,2007-s1,B,8,P0485,maldito_0z
2007-s1-B,2007-s1,B,9,P0876,The_Dominican_Agent
2007-s1-B,2007-s1,B,10,P0913,scottish.king
2007-s1-B,2007-s1,B,11,P0917,xlx_pimp_xlx
2007-s1-B,2007-s1,B,12,P0809,pro.logik
2007-s1-B,2007-s1,B,13,P0819,xlx_ketan_xlx
2007-s1-B,2007-s1,B,14,P0693,PrettyAzz
2007-s1-B,2007-s1,B,15,P0813,x_combos_x
2007-s1-B,2007-s1,B,16,P0217,bang.king
2007-s1-B,2007-s1,B,17,P0591,stonesy_plp
2007-s1-B,2007-s1,B,18,P0591,stonesy_plp
2007-s1-B,2007-s1,B,19,P0431,kerryanne_24
2007-s1-B,2007-s1,B,20,P0447,king.2068
2007-s1-B,2007-s1,B,21,P0404,xjerelvlyx
2007-s1-B,2007-s1,B,22,P0887,ooO_Mad_Hatter_Ooo
2007-s1-B,2007-s1,B,23,P0068,jadakiss_711
2007-s1-B,2007-s1,B,24,P0307,xXx_Sa_t_an_xXx
2007-s1-B,2007-s1,B,25,P0514,ownified
2007-s1-B,2007-s1,B,26,P0872,mister_grimmm
2007-s1-B,2007-s1,B,27,P0344,real_fkin_deal
2007-s1-B,2007-s1,B,28,P0862,miiiikey
2007-s1-B,2007-s1,B,29,P0544,Pabloxx
2007-s1-B,2007-s1,B,30,P0241,canadian_pool_stud
2007-s1-B,2007-s1,B,31,P0695,chao_tactic
2007-s1-B,2007-s1,B,32,P0315,death.bringers
2007-s2-A,2007-s2,A,1,P0874,mvp_genius
2007-s2-A,2007-s2,A,2,P0812,o00_mwxzk_00o
2007-s2-A,2007-s2,A,3,P0812,o00_mwxzk_00o
2007-s2-A,2007-s2,A,4,P0247,ch1cubs_1908
2007-s2-A,2007-s2,A,5,P0920,ska.dude
2007-s2-A,2007-s2,A,6,P0363,goober_tyler
2007-s2-A,2007-s2,A,7,P0430,the_pool_apprentice
2007-s2-A,2007-s2,A,8,P0902,ralphy_beaulieu
2007-s2-A,2007-s2,A,9,P0607,t_an_may
2007-s2-A,2007-s2,A,10,P0094,ll_ivey_ll
2007-s2-A,2007-s2,A,11,P0196,Pool_Warrior2002
2007-s2-A,2007-s2,A,12,P0205,arctic_cat_limited
2007-s2-A,2007-s2,A,13,P0258,chris.dogg
2007-s2-A,2007-s2,A,14,P0029,Jabronni16
2007-s2-A,2007-s2,A,15,P0897,sou.banh
2007-s2-A,2007-s2,A,16,P0242,pool.beauty
2007-s2-A,2007-s2,A,17,P0847,lvlj_the_king
2007-s2-A,2007-s2,A,18,P0847,lvlj_the_king
2007-s2-A,2007-s2,A,19,P0172,owned_ggs
2007-s2-A,2007-s2,A,20,P0140,zl_stu_lz
2007-s2-A,2007-s2,A,21,P0385,King_James_
2007-s2-A,2007-s2,A,22,P0250,ll_chex_ll
2007-s2-A,2007-s2,A,23,P0270,chrisxkaren
2007-s2-A,2007-s2,A,24,P0411,MeetingJoe
2007-s2-A,2007-s2,A,25,P0493,o.wn4ge
2007-s2-A,2007-s2,A,26,P0333,dr.dreww
2007-s2-A,2007-s2,A,27,P0239,C_l2_a_l_g
2007-s2-A,2007-s2,A,28,P0224,Molson__canadian
2007-s2-A,2007-s2,A,29,P0321,xlx_under_dog_xlx
2007-s2-A,2007-s2,A,30,P0659,AaaaaaaaNIL
2007-s2-A,2007-s2,A,31,P0769,transe_de_nation
2007-s2-A,2007-s2,A,32,P0863,xiix_MIKE_xiix
2007-s2-B,2007-s2,B,1,P0685,ll_k0rb3n_ll
2007-s2-B,2007-s2,B,2,P0756,DQ'd
2007-s2-B,2007-s2,B,3,P0359,ggs.ty4p
2007-s2-B,2007-s2,B,4,P0824,x_daquiet_storm_x
2007-s2-B,2007-s2,B,5,P0885,old_school_phenom
2007-s2-B,2007-s2,B,6,P0842,Ludicrous.pool
2007-s2-B,2007-s2,B,7,P0842,Ludicrous.pool
2007-s2-B,2007-s2,B,8,P0484,playhard_
2007-s2-B,2007-s2,B,9,P0701,KFC_AUSTRALIA
2007-s2-B,2007-s2,B,10,P0701,KFC_AUSTRALIA
2007-s2-B,2007-s2,B,11,P0907,the_pink_fuzzy_bear
2007-s2-B,2007-s2,B,12,P0680,bank.machine
2007-s2-B,2007-s2,B,13,P0484,playhard_
2007-s2-B,2007-s2,B,14,P0484,playhard_
2007-s2-B,2007-s2,B,15,P0217,bang.king
2007-s2-B,2007-s2,B,16,P0051,Diosmaradonaforever
2007-s2-B,2007-s2,B,17,P0051,Diosmaradonaforever
2007-s2-B,2007-s2,B,18,P0756,DQ'd
2007-s2-B,2007-s2,B,19,P0241,canadian_pool_stud
2007-s2-B,2007-s2,B,20,P0688,c_l_i_n_c_h_e_r
2007-s2-B,2007-s2,B,21,P0823,xxx_kevincopan_xxx
2007-s2-B,2007-s2,B,22,P0823,xxx_kevincopan_xxx
2007-s2-B,2007-s2,B,23,P0447,king.2068
2007-s2-B,2007-s2,B,24,P0051,Diosmaradonaforever
2007-s2-B,2007-s2,B,25,P0558,the.bawbag
2007-s2-B,2007-s2,B,26,P0750,demo.lish
2007-s2-B,2007-s2,B,27,P0750,demo.lish
2007-s2-B,2007-s2,B,28,P0864,texas.aimer
2007-s2-B,2007-s2,B,29,P0798,lxl_jerm_lxl
2007-s2-B,2007-s2,B,30,P0798,lxl_jerm_lxl
2007-s2-B,2007-s2,B,31,P0441,kid_cardiff
2007-s3-A,2007-s3,A,1,P0140,zl_stu_lz
2007-s3-A,2007-s3,A,2,,Bye
2007-s3-A,2007-s3,A,3,P0659,AaaaaaaaNIL
2007-s3-A,2007-s3,A,4,P0333,dr.dreww
2007-s3-A,2007-s3,A,5,P0897,sou.banh
2007-s3-A,2007-s3,A,6,P0697,hornypom
2007-s3-A,2007-s3,A,7,P0032,dr_blastt
2007-s3-A,2007-s3,A,8,P0754,hp_king22
2007-s3-A,2007-s3,A,9,P0724,crea.tivity
2007-s3-A,2007-s3,A,10,,Bye
2007-s3-A,2007-s3,A,11,P0484,playhard_
2007-s3-A,2007-s3,A,12,P0493,o.wn4ge
2007-s3-A,2007-s3,A,13,P0874,mvp_genius
2007-s3-A,2007-s3,A,14,,Bye
2007-s3-A,2007-s3,A,15,P0702,ll_chris.dogg_ll
2007-s3-A,2007-s3,A,16,P0196,pool_warrior2002
2007-s3-A,2007-s3,A,17,P0945,xlx_underdog_xlx
2007-s3-A,2007-s3,A,18,,Bye
2007-s3-A,2007-s3,A,19,P0205,arctic_cat_limited
2007-s3-A,2007-s3,A,20,P0607,t_an_may
2007-s3-A,2007-s3,A,21,P0857,taalent
2007-s3-A,2007-s3,A,22,P0812,o00_mwxzk_00o
2007-s3-A,2007-s3,A,23,P0247,ch1cubs_1908
2007-s3-A,2007-s3,A,24,P0024,british_pool_wizard
2007-s3-A,2007-s3,A,25,P0921,xxl_themachine_lxx
2007-s3-A,2007-s3,A,26,,Bye
2007-s3-A,2007-s3,A,27,P0767,fsm_fear
2007-s3-A,2007-s3,A,28,P0073,xlx_britishpoolking_xlx
2007-s3-A,2007-s3,A,29,P0753,l_dippinthewic_l
2007-s3-A,2007-s3,A,30,,Bye
2007-s3-A,2007-s3,A,31,P0853,msc_masta
2007-s3-A,2007-s3,A,32,P0703,Duh_Village_Idiot
2007-s3-B,2007-s3,B,1,P0680,bank.machine
2007-s3-B,2007-s3,B,2,,Bye
2007-s3-B,2007-s3,B,3,P0761,eazy_0wnage
2007-s3-B,2007-s3,B,4,P0884,o0_spunky_0o
2007-s3-B,2007-s3,B,5,P0774,GothicAmI
2007-s3-B,2007-s3,B,6,,Bye
2007-s3-B,2007-s3,B,7,P0791,legend_on_the_lanes
2007-s3-B,2007-s3,B,8,,Bye
2007-s3-B,2007-s3,B,9,P0217,bang.king
2007-s3-B,2007-s3,B,10,,Bye
2007-s3-B,2007-s3,B,11,P0768,fullpro0f
2007-s3-B,2007-s3,B,12,P0664,Six_foot_180lbs
2007-s3-B,2007-s3,B,13,P0737,daquiet.storm
2007-s3-B,2007-s3,B,14,,Bye
2007-s3-B,2007-s3,B,15,P0633,wlw_z0ml3ie_wlw
2007-s3-B,2007-s3,B,16,P0669,x_bj.babe_x
2007-s3-B,2007-s3,B,17,P0315,death.bringers
2007-s3-B,2007-s3,B,18,,Bye
2007-s3-B,2007-s3,B,19,P0558,the.bawbag
2007-s3-B,2007-s3,B,20,P0772,sergio_zarate_7
2007-s3-B,2007-s3,B,21,P0051,diosmaradonaforever
2007-s3-B,2007-s3,B,22,,Bye
2007-s3-B,2007-s3,B,23,P0223,motown.champion
2007-s3-B,2007-s3,B,24,,Bye
2007-s3-B,2007-s3,B,25,P0712,spas.matic
2007-s3-B,2007-s3,B,26,,Bye
2007-s3-B,2007-s3,B,27,P0796,n_u_b_c_a_k_e
2007-s3-B,2007-s3,B,28,P0842,ludicrous.pool
2007-s3-B,2007-s3,B,29,P0805,jimbob8690
2007-s3-B,2007-s3,B,30,,Bye
2007-s3-B,2007-s3,B,31,P0764,expect.defeat
2007-s3-B,2007-s3,B,32,P0744,PrettyWellHung_
2007-s4-A,2007-s4,A,1,P0493,o.wn4ge
2007-s4-A,2007-s4,A,2,,bye
2007-s4-A,2007-s4,A,3,P0404,xjerelvlyx
2007-s4-A,2007-s4,A,4,P0073,xlx_britishpoolking_xlx
2007-s4-A,2007-s4,A,5,P0697,hornypom
2007-s4-A,2007-s4,A,6,P0833,kidfromperu w/c
2007-s4-A,2007-s4,A,7,P0297,cue.ball
2007-s4-A,2007-s4,A,8,P0491,ta.lent
2007-s4-A,2007-s4,A,9,P0847,lvlj_the_king
2007-s4-A,2007-s4,A,10,P0871,mister.champion w/c
2007-s4-A,2007-s4,A,11,P0724,crea.tivity
2007-s4-A,2007-s4,A,12,P0205,arctic_cat_limited
2007-s4-A,2007-s4,A,13,P0940,w.atty
2007-s4-A,2007-s4,A,14,P0891,pain_purifies w/c
2007-s4-A,2007-s4,A,15,P0172,owned_ggs
2007-s4-A,2007-s4,A,16,P0753,l_dippinthewic_l
2007-s4-A,2007-s4,A,17,P0584,xlx_s_p_g_xlx
2007-s4-A,2007-s4,A,18,,bye
2007-s4-A,2007-s4,A,19,P0702,ll_chris.dogg_ll
2007-s4-A,2007-s4,A,20,P0853,msc_masta
2007-s4-A,2007-s4,A,21,P0363,goober_tyler
2007-s4-A,2007-s4,A,22,P0656,a_l2_j_u_n w/c
2007-s4-A,2007-s4,A,23,P0223,motown.champion
2007-s4-A,2007-s4,A,24,P0609,zero.sugar
2007-s4-A,2007-s4,A,25,P0131,scott22883
2007-s4-A,2007-s4,A,26,P0900,poolwiz1986 w/c
2007-s4-A,2007-s4,A,27,P0714,runbreak.kidd
2007-s4-A,2007-s4,A,28,P0658,AaaaaaaaaNIL
2007-s4-A,2007-s4,A,29,P0897,Sou.banh
2007-s4-A,2007-s4,A,30,P0924,t_r_a.a_v_i_s w/c
2007-s4-A,2007-s4,A,31,P0690,electric.pulse
2007-s4-A,2007-s4,A,32,P0617,tubaccy_spittin_rebel
2007-s4-B,2007-s4,B,1,P0315,death.bringers
2007-s4-B,2007-s4,B,2,,bye
2007-s4-B,2007-s4,B,3,P0359,ggs.ty4p
2007-s4-B,2007-s4,B,4,P0728,d_r_i_z_o
2007-s4-B,2007-s4,B,5,P0684,sexi.brandi
2007-s4-B,2007-s4,B,6,P0915,sergio_zarate_7 w/c
2007-s4-B,2007-s4,B,7,P0730,ll_f4tal_ll
2007-s4-B,2007-s4,B,8,P0943,xlx_k_e_t_a_n_xlx w/c
2007-s4-B,2007-s4,B,9,P0558,the.bawbag
2007-s4-B,2007-s4,B,10,,bye
2007-s4-B,2007-s4,B,11,P0928,the_all_starz_com
2007-s4-B,2007-s4,B,12,P0895,tw.inkie
2007-s4-B,2007-s4,B,13,P0881,optimistic_c0ntestant
2007-s4-B,2007-s4,B,14,,bye
2007-s4-B,2007-s4,B,15,P0796,n_u_b_c_a_k_e
2007-s4-B,2007-s4,B,16,P0916,xlx_phenom_xlx
2007-s4-B,2007-s4,B,17,P0765,f4nny.baws
2007-s4-B,2007-s4,B,18,,bye
2007-s4-B,2007-s4,B,19,P0344,real_fkin_deal
2007-s4-B,2007-s4,B,20,P0794,jedi.hunter
2007-s4-B,2007-s4,B,21,P0785,viibbeezz
2007-s4-B,2007-s4,B,22,,bye
2007-s4-B,2007-s4,B,23,P0886,Oo_GLiTCH_oO
2007-s4-B,2007-s4,B,24,P0930,tino.nica w/c
2007-s4-B,2007-s4,B,25,P0217,bang.king
2007-s4-B,2007-s4,B,26,,bye
2007-s4-B,2007-s4,B,27,P0727,dirge_of_cubby
2007-s4-B,2007-s4,B,28,P0792,jeannal1cious
2007-s4-B,2007-s4,B,29,P0485,maldito_0z
2007-s4-B,2007-s4,B,30,,bye
2007-s4-B,2007-s4,B,31,P0687,HisToRy_
2007-s4-B,2007-s4,B,32,P0911,safety.shot w/c
2007-s5-A,2007-s5,A,1,P0297,cue.ball
2007-s5-A,2007-s5,A,2,,bye
2007-s5-A,2007-s5,A,3,P0897,sou.banh
2007-s5-A,2007-s5,A,4,P0719,x_original_pool_mafia_x
2007-s5-A,2007-s5,A,5,P0140,zl_stu_lz
2007-s5-A,2007-s5,A,6,,Bye
2007-s5-A,2007-s5,A,7,P0724,crea.tivity
2007-s5-A,2007-s5,A,8,P0923,t.rioed
2007-s5-A,2007-s5,A,9,P0672,mvp_sicc
2007-s5-A,2007-s5,A,10,,Bye
2007-s5-A,2007-s5,A,11,P0847,lvlj_the_king
2007-s5-A,2007-s5,A,12,P0501,revenge_of_mr
2007-s5-A,2007-s5,A,13,P0678,baangerized
2007-s5-A,2007-s5,A,14,,Bye
2007-s5-A,2007-s5,A,15,P0172,owned_ggs
2007-s5-A,2007-s5,A,16,P0655,a_l2_j_u_n
2007-s5-A,2007-s5,A,17,P0702,ll_chris.dogg_ll
2007-s5-A,2007-s5,A,18,,bye
2007-s5-A,2007-s5,A,19,P0689,c_o_r_e_y_y
2007-s5-A,2007-s5,A,20,P0658,aaaaaaaaanil
2007-s5-A,2007-s5,A,21,P0531,sonof.agun
2007-s5-A,2007-s5,A,22,,Bye
2007-s5-A,2007-s5,A,23,P0820,xlx_k_e_t_a_n_xlx
2007-s5-A,2007-s5,A,24,P0728,d_r_i_z_o
2007-s5-A,2007-s5,A,25,P0073,xlx_britishpoolking_xlx
2007-s5-A,2007-s5,A,26,,Bye
2007-s5-A,2007-s5,A,27,P0223,motown.champion
2007-s5-A,2007-s5,A,28,P0715,xps_drogba
2007-s5-A,2007-s5,A,29,P0029,jabronni16
2007-s5-A,2007-s5,A,30,,Bye
2007-s5-A,2007-s5,A,31,P0363,goober_tyler
2007-s5-A,2007-s5,A,32,P0759,e_x_t_r_e_m_e_o_w_n_a_g_e
2007-s5-B,2007-s5,B,1,P0735,the_hustler_effect
2007-s5-B,2007-s5,B,2,,bye
2007-s5-B,2007-s5,B,3,P0783,mvp_hick
2007-s5-B,2007-s5,B,4,P0922,uber_Stu
2007-s5-B,2007-s5,B,5,P0733,dan.0wnz
2007-s5-B,2007-s5,B,6,P0849,sspunkyyy
2007-s5-B,2007-s5,B,7,P0730,ll_f4tal_ll
2007-s5-B,2007-s5,B,8,P0674,n0thsa13
2007-s5-B,2007-s5,B,9,P0880,trustneo
2007-s5-B,2007-s5,B,10,,bye
2007-s5-B,2007-s5,B,11,P0657,aa.queen
2007-s5-B,2007-s5,B,12,P0758,dx1greg2000
2007-s5-B,2007-s5,B,13,P0781,har.tley
2007-s5-B,2007-s5,B,14,,bye
2007-s5-B,2007-s5,B,15,P0760,easy_0wnage
2007-s5-B,2007-s5,B,16,P0837,no_ang3l
2007-s5-B,2007-s5,B,17,P0815,syko.bastard
2007-s5-B,2007-s5,B,18,,bye
2007-s5-B,2007-s5,B,19,P0772,sergio_zarate_7
2007-s5-B,2007-s5,B,20,P0829,kraazy_kevy
2007-s5-B,2007-s5,B,21,P0748,txa_skittz
2007-s5-B,2007-s5,B,22,P0928,the_all_starz_com
2007-s5-B,2007-s5,B,23,P0315,death.bringers
2007-s5-B,2007-s5,B,24,P0941,x.dis.enchantedx
2007-s5-B,2007-s5,B,25,P0918,xlx_pie_xlx
2007-s5-B,2007-s5,B,26,,bye
2007-s5-B,2007-s5,B,27,P0764,expect.defeat
2007-s5-B,2007-s5,B,28,P0327,devilstature
2007-s5-B,2007-s5,B,29,P0727,dirge_of_cubby
2007-s5-B,2007-s5,B,30,,bye
2007-s5-B,2007-s5,B,31,P0755,teh.h4x0r
2007-s5-B,2007-s5,B,32,P0720,mvp.domination
2007-s6-A,2007-s6,A,1,P0239,c_l2_a_l_g
2007-s6-A,2007-s6,A,2,,BYE
2007-s6-A,2007-s6,A,3,P0740,ypool_pro
2007-s6-A,2007-s6,A,4,P0672,mvp_sicc
2007-s6-A,2007-s6,A,5,P0131,scott22883
2007-s6-A,2007-s6,A,6,,BYE
2007-s6-A,2007-s6,A,7,P0724,crea.tivity
2007-s6-A,2007-s6,A,8,,BYE
2007-s6-A,2007-s6,A,9,P0936,tubbaccy_spittin_rebel
2007-s6-A,2007-s6,A,10,,BYE
2007-s6-A,2007-s6,A,11,P0616,tino_nica
2007-s6-A,2007-s6,A,12,P0678,baangerized
2007-s6-A,2007-s6,A,13,P0363,goober_tyler
2007-s6-A,2007-s6,A,14,,BYE
2007-s6-A,2007-s6,A,15,P0607,t_an_may
2007-s6-A,2007-s6,A,16,P0816,unreaal
2007-s6-A,2007-s6,A,17,P0696,the.name_is_zo
2007-s6-A,2007-s6,A,18,,BYE
2007-s6-A,2007-s6,A,19,P0847,lvlj_the_king
2007-s6-A,2007-s6,A,20,P0859,mjlasko23
2007-s6-A,2007-s6,A,21,P0140,zl_Stu_lz
2007-s6-A,2007-s6,A,22,,BYE
2007-s6-A,2007-s6,A,23,P0709,con.tagion
2007-s6-A,2007-s6,A,24,,BYE
2007-s6-A,2007-s6,A,25,P0707,xchriskarenx
2007-s6-A,2007-s6,A,26,,BYE
2007-s6-A,2007-s6,A,27,P0830,super.str8
2007-s6-A,2007-s6,A,28,P0237,busted_balls_of_cheese
2007-s6-A,2007-s6,A,29,P0944,xlx_panikillerz_xlx
2007-s6-A,2007-s6,A,30,,BYE
2007-s6-A,2007-s6,A,31,P0692,pool.chicky
2007-s6-A,2007-s6,A,32,P0753,l_dippinthewic_l
2007-s6-B,2007-s6,B,1,P0896,wondernig
2007-s6-B,2007-s6,B,2,,BYE
2007-s6-B,2007-s6,B,3,P0315,death.bringers
2007-s6-B,2007-s6,B,4,P0838,pixieangel20
2007-s6-B,2007-s6,B,5,P0880,trustneo
2007-s6-B,2007-s6,B,6,P0686,snow_bastard2
2007-s6-B,2007-s6,B,7,P0752,newwb
2007-s6-B,2007-s6,B,8,P0802,optimus.price
2007-s6-B,2007-s6,B,9,P0726,mvp_croz
2007-s6-B,2007-s6,B,10,,BYE
2007-s6-B,2007-s6,B,11,P0675,n0thsa
2007-s6-B,2007-s6,B,12,P0761,eazy_0wnage
2007-s6-B,2007-s6,B,13,P0832,kid_weasal
2007-s6-B,2007-s6,B,14,P0677,austin_0wnz
2007-s6-B,2007-s6,B,15,P0873,precise.runner
2007-s6-B,2007-s6,B,16,P0737,daquiet.storm
2007-s6-B,2007-s6,B,17,P0748,txa_skittz
2007-s6-B,2007-s6,B,18,,BYE
2007-s6-B,2007-s6,B,19,P0942,xlx_gonzapool
2007-s6-B,2007-s6,B,20,P0685,ll_k0rb3n_ll
2007-s6-B,2007-s6,B,21,P0926,tara_cuddlebear
2007-s6-B,2007-s6,B,22,P0901,thepitzaboy
2007-s6-B,2007-s6,B,23,P0217,bang.king
2007-s6-B,2007-s6,B,24,P0781,har.tley
2007-s6-B,2007-s6,B,25,,BYE
2007-s6-B,2007-s6,B,26,P0784,old_school_technique
2007-s6-B,2007-s6,B,27,P0840,ll_eskimo_ownage_11
2007-s6-B,2007-s6,B,28,P0869,phuck.aimers
2007-s6-B,2007-s6,B,29,P0850,vishis_biitch
2007-s6-B,2007-s6,B,30,P0751,devilstatus
2007-s6-B,2007-s6,B,31,P0927,the_all_stars_com
2008-s1-A,2008-s1,A,1,P0472,ll_e_f_c_ll
2008-s1-A,2008-s1,A,32,,bye
2008-s1-A,2008-s1,A,16,P0921,xxl_themachine_lxx
2008-s1-A,2008-s1,A,17,P1088,xl_gameover_lx
2008-s1-A,2008-s1,A,8,P0989,ll_chris.doggy_ll
2008-s1-A,2008-s1,A,25,P1078,x.unreal
2008-s1-A,2008-s1,A,9,P0205,arctic_cat_limited
2008-s1-A,2008-s1,A,24,P0140,zl_stu_lz
2008-s1-A,2008-s1,A,4,P1071,stylish6
2008-s1-A,2008-s1,A,29,P1024,dippin.thewic
2008-s1-A,2008-s1,A,13,P0707,xchriskarenx
2008-s1-A,2008-s1,A,20,P1153,straightup.murked
2008-s1-A,2008-s1,A,5,P0478,real_creampuff
2008-s1-A,2008-s1,A,28,P0764,expect.defeat
2008-s1-A,2008-s1,A,12,P0678,baangerized
2008-s1-A,2008-s1,A,21,P0333,dr.dreww
2008-s1-A,2008-s1,A,2,P0994,xxl_overclocked_lxx
2008-s1-A,2008-s1,A,31,,bye
2008-s1-A,2008-s1,A,15,P0987,viva.la_pom
2008-s1-A,2008-s1,A,18,P1021,po0lin
2008-s1-A,2008-s1,A,7,P0029,jabronni16
2008-s1-A,2008-s1,A,26,P0363,goober_tyler
2008-s1-A,2008-s1,A,10,P0960,i_mvp_i
2008-s1-A,2008-s1,A,23,P0692,pool.chicky
2008-s1-A,2008-s1,A,3,P0847,lvlj_the_king
2008-s1-A,2008-s1,A,30,P0691,xlx_proness_xlx
2008-s1-A,2008-s1,A,14,P0972,bluegrass_prince
2008-s1-A,2008-s1,A,19,P0617,tubaccy_spittin_rebel
2008-s1-A,2008-s1,A,6,P1157,shitty_attitude
2008-s1-A,2008-s1,A,27,P0988,mr_camtasia
2008-s1-A,2008-s1,A,11,P0858,superstaaaar
2008-s1-A,2008-s1,A,22,P0073,xlx_britishpoolking_xlx
2008-s1-B,2008-s1,B,1,P0752,newwb
2008-s1-B,2008-s1,B,32,,bye
2008-s1-B,2008-s1,B,16,P0978,q.ctrl
2008-s1-B,2008-s1,B,17,P1082,snooker_k1ng
2008-s1-B,2008-s1,B,8,P0993,com.pulsive
2008-s1-B,2008-s1,B,25,,bye
2008-s1-B,2008-s1,B,9,P1061,jeannafied
2008-s1-B,2008-s1,B,24,P1111,lvlasse
2008-s1-B,2008-s1,B,4,P0327,devilstature
2008-s1-B,2008-s1,B,29,,bye
2008-s1-B,2008-s1,B,13,P1006,wy.clef
2008-s1-B,2008-s1,B,20,P0928,the_all_starz_com
2008-s1-B,2008-s1,B,5,P0982,cerebral.aftermath
2008-s1-B,2008-s1,B,28,,bye
2008-s1-B,2008-s1,B,12,P1101,pool_ang3l
2008-s1-B,2008-s1,B,21,P1102,legend_0z
2008-s1-B,2008-s1,B,2,P0315,death.bringers
2008-s1-B,2008-s1,B,31,,bye
2008-s1-B,2008-s1,B,15,P0431,kerryanne_24
2008-s1-B,2008-s1,B,18,P0217,bang.king
2008-s1-B,2008-s1,B,7,P1129,ypools_most_wanted_aimer
2008-s1-B,2008-s1,B,26,,bye
2008-s1-B,2008-s1,B,10,P1132,mr_uber
2008-s1-B,2008-s1,B,23,P0344,real_fkin_deal
2008-s1-B,2008-s1,B,3,P1094,xlx_extreme.perfection_xlx
2008-s1-B,2008-s1,B,30,,bye
