player_id,season_id,division,group_id,group_letter,group_played,group_wins,group_losses,group_points,group_win_pct,made_playoffs,playoff_seed,result
P0427,2006-s7,A,2006-s7-A-GF,F,6,4,2,13,,True,31,Made playoffs
P0167,2006-s7,A,2006-s7-A-GF,F,5,1,4,3,,False,,Group stage
P0430,2006-s7,A,2006-s7-A-GF,F,3,2,1,6,,False,,Group stage
P0565,2006-s7,A,2006-s7-A-GF,F,4,2,2,6,,False,,Group stage
P0512,2006-s7,A,2006-s7-A-GF,F,6,5,,17,,True,58,Runner-up
P0215,2006-s7,A,2006-s7-A-GF,F,4,2,1,7,,False,,Group stage
P0340,2006-s7,A,2006-s7-A-GF,F,6,,6,1,,False,,Group stage
P0239,2006-s7,A,2006-s7-A-GG,G,6,4,2,13,,True,39,Made playoffs
P0270,2006-s7,A,2006-s7-A-GG,G,6,5,1,16,,True,46,Made playoffs
P0310,2006-s7,A,2006-s7-A-GG,G,3,,2,1,,False,,Group stage
P0186,2006-s7,A,2006-s7-A-GG,G,5,3,2,9,,True,52,Made playoffs
P0588,2006-s7,A,2006-s7-A-GG,G,5,1,3,4,,False,,Group stage
P0051,2006-s7,A,2006-s7-A-GG,G,4,,4,,,False,,Group stage
P0533,2006-s7,A,2006-s7-A-GG,G,5,3,2,9,,False,,Group stage
P0342,2006-s7,A,2006-s7-A-GH,H,5,2,3,6,,False,,Group stage
P0493,2006-s7,A,2006-s7-A-GH,H,6,6,,19,,True,50,Made playoffs
P0404,2006-s7,A,2006-s7-A-GH,H,5,1,4,3,,False,,Group stage
P0234,2006-s7,A,2006-s7-A-GH,H,3,,3,0,,False,,Group stage
P0434,2006-s7,A,2006-s7-A-GH,H,6,2,4,7,,False,,Group stage
P0377,2006-s7,A,2006-s7-A-GH,H,5,3,1,10,,True,3,Made playoffs
P0076,2006-s7,A,2006-s7-A-GH,H,6,3,2,11,,True,51,Made playoffs
P0535,2006-s7,A,2006-s7-A-GI,I,6,4,2,13,,True,63,Made playoffs
P0195,2006-s7,A,2006-s7-A-GI,I,5,1,4,3,,False,,Group stage
P0250,2006-s7,A,2006-s7-A-GI,I,5,2,3,6,,False,,Group stage
P0627,2006-s7,A,2006-s7-A-GI,I,5,1,4,3,,False,,Group stage
P0615,2006-s7,A,2006-s7-A-GI,I,1,1,,3,,False,,Group stage
P0363,2006-s7,A,2006-s7-A-GI,I,6,4,1,14,,True,30,Made playoffs
P0205,2006-s7,A,2006-s7-A-GI,I,6,5,,17,,True,18,Made playoffs
P0333,2006-s7,A,2006-s7-A-GJ,J,6,4,2,13,,True,47,Made playoffs
P0485,2006-s7,A,2006-s7-A-GJ,J,5,1,4,3,,False,,Group stage
P0581,2006-s7,A,2006-s7-A-GJ,J,6,3,3,10,,True,35,Made playoffs
P0216,2006-s7,A,2006-s7-A-GJ,J,6,3,3,10,,True,12,Made playoffs
P0464,2006-s7,A,2006-s7-A-GJ,J,4,,4,0,,False,,Group stage
P0235,2006-s7,A,2006-s7-A-GJ,J,6,6,,19,,True,40,Made playoffs
P0192,2006-s7,A,2006-s7-A-GJ,J,6,2,4,6,,False,,Group stage
P0497,2006-s7,A,2006-s7-A-GK,K,5,2,3,6,,False,,Group stage
P0621,2006-s7,A,2006-s7-A-GK,K,3,2,,7,,False,,Group stage
P0247,2006-s7,A,2006-s7-A-GK,K,6,4,1,14,,True,61,Made playoffs
P0380,2006-s7,A,2006-s7-A-GK,K,6,3,3,10,,True,4,Made playoffs
P0463,2006-s7,A,2006-s7-A-GK,K,6,,6,,,False,,Group stage
P0541,2006-s7,A,2006-s7-A-GK,K,5,3,2,9,,True,36,Made playoffs
P0418,2006-s7,A,2006-s7-A-GK,K,5,3,2,9,,False,,Group stage
P0509,2006-s7,A,2006-s7-A-GL,L,6,,6,,,False,,Group stage
P0409,2006-s7,A,2006-s7-A-GL,L,6,4,1,14,,True,21,Made playoffs
P0383,2006-s7,A,2006-s7-A-GL,L,6,3,3,10,,True,60,Made playoffs
P0508,2006-s7,A,2006-s7-A-GL,L,6,1,5,4,,False,,Group stage
P0440,2006-s7,A,2006-s7-A-GL,L,6,5,,17,,True,25,Made playoffs
P0210,2006-s7,A,2006-s7-A-GL,L,6,3,2,11,,True,28,Made playoffs
P0622,2006-s7,A,2006-s7-A-GL,L,6,3,2,11,,True,19,Made playoffs
P0307,2006-s7,B,2006-s7-B-GA,A,6,5,1,16,,True,5,Made playoffs
P0217,2006-s7,B,2006-s7-B-GA,A,6,5,1,16,,True,20,Made playoffs
P0604,2006-s7,B,2006-s7-B-GA,A,5,,5,0,,False,,Group stage
P0347,2006-s7,B,2006-s7-B-GA,A,5,1,4,3,,False,,Group stage
P0326,2006-s7,B,2006-s7-B-GA,A,4,1,3,3,,False,,Group stage
P0591,2006-s7,B,2006-s7-B-GA,A,5,4,1,13,,True,18,Made playoffs
P0431,2006-s7,B,2006-s7-B-GA,A,6,3,3,10,,False,,Group stage
P0601,2006-s7,B,2006-s7-B-GB,B,6,1,3,6,,False,,Group stage
P0313,2006-s7,B,2006-s7-B-GB,B,6,3,3,10,,False,,Group stage
P0441,2006-s7,B,2006-s7-B-GB,B,6,2,1,10,,False,,Group stage
P0304,2006-s7,B,2006-s7-B-GB,B,6,0,6,,,False,,Group stage
P0219,2006-s7,B,2006-s7-B-GB,B,6,3,2,11,,True,25,Made playoffs
P0159,2006-s7,B,2006-s7-B-GB,B,6,4,1,14,,True,24,Made playoffs
P0484,2006-s7,B,2006-s7-B-GB,B,6,4,1,14,,True,10,Runner-up
P0408,2006-s7,B,2006-s7-B-GC,C,6,2,4,7,,False,,Group stage
P0371,2006-s7,B,2006-s7-B-GC,C,6,6,,19,,True,1,Made playoffs
P0230,2006-s7,B,2006-s7-B-GC,C,6,3,3,10,,False,,Group stage
P0414,2006-s7,B,2006-s7-B-GC,C,6,,6,0,,False,,Group stage
P0203,2006-s7,B,2006-s7-B-GC,C,6,1,5,4,,False,,Group stage
P0296,2006-s7,B,2006-s7-B-GC,C,6,4,1,14,,True,28,Made playoffs
P0009,2006-s7,B,2006-s7-B-GC,C,6,4,1,14,,True,14,Made playoffs
P0538,2006-s7,B,2006-s7-B-GD,D,6,3,3,10,,True,11,Made playoffs
P0453,2006-s7,B,2006-s7-B-GD,D,4,,4,0,,False,,Group stage
P0498,2006-s7,B,2006-s7-B-GD,D,6,2,3,8,,False,,Group stage
P0550,2006-s7,B,2006-s7-B-GD,D,6,5,,16,,True,8,Made playoffs
P0266,2006-s7,B,2006-s7-B-GD,D,4,,3,1,,False,,Group stage
P0223,2006-s7,B,2006-s7-B-GD,D,6,5,,17,,False,,Group stage
P0626,2006-s7,B,2006-s7-B-GD,D,4,1,3,3,,False,,Group stage
P0452,2006-s7,B,2006-s7-B-GE,E,6,2,3,8,,False,,Group stage
P0241,2006-s7,B,2006-s7-B-GE,E,5,2,2,8,,True,15,Made playoffs
P0396,2006-s7,B,2006-s7-B-GE,E,6,,6,0,,False,,Group stage
P0344,2006-s7,B,2006-s7-B-GE,E,5,4,,13,,True,4,Made playoffs
P0327,2006-s7,B,2006-s7-B-GE,E,6,4,1,14,,True,22,Made playoffs
P0339,2006-s7,B,2006-s7-B-GE,E,5,2,3,6,,False,,Group stage
P0424,2006-s7,B,2006-s7-B-GE,E,2,2,,6,,False,,Group stage
P0282,2006-s7,B,2006-s7-B-GF,F,6,2,3,8,,False,,Group stage
P0447,2006-s7,B,2006-s7-B-GF,F,6,5,1,16,,True,13,Made playoffs
P0465,2006-s7,B,2006-s7-B-GF,F,6,4,2,13,,True,3,Made playoffs
P0438,2006-s7,B,2006-s7-B-GF,F,5,1,2,6,,False,,Group stage
P0222,2006-s7,B,2006-s7-B-GF,F,6,,5,2,,False,,Group stage
P0544,2006-s7,B,2006-s7-B-GF,F,6,1,3,6,,False,,Group stage
P0273,2006-s7,B,2006-s7-B-GF,F,6,5,1,16,,False,,Group stage
P0284,2006-s7,B,2006-s7-B-GG,G,5,1,4,3,,False,,Group stage
P0302,2006-s7,B,2006-s7-B-GG,G,6,5,1,16,,True,27,Champion
P0190,2006-s7,B,2006-s7-B-GG,G,3,,3,0,,False,,Group stage
P0315,2006-s7,B,2006-s7-B-GG,G,5,,5,0,,False,,Group stage
P0196,2006-s7,B,2006-s7-B-GG,G,6,4,2,13,,True,19,Made playoffs
P0240,2006-s7,B,2006-s7-B-GG,G,6,6,,19,,True,17,Made playoffs
P0491,2006-s7,B,2006-s7-B-GG,G,6,3,3,10,,False,,Group stage
P0385,2007-s1,A,2007-s1-A-GA,A,6,3,2,10,57,True,16,Made playoffs
P0235,2007-s1,A,2007-s1-A-GA,A,5,3,2,9,64,False,,Group stage
P0776,2007-s1,A,2007-s1-A-GA,A,6,3,3,9,42,False,,Group stage
P0808,2007-s1,A,2007-s1-A-GA,A,6,4,1,13,65,True,21,Made playoffs
P0007,2007-s1,A,2007-s1-A-GA,A,6,3,2,10,58,True,4,Made playoffs
P0297,2007-s1,A,2007-s1-A-GA,A,6,2,3,7,35,False,,Group stage
P0863,2007-s1,A,2007-s1-A-GA,A,5,0,5,0,28,False,,Group stage
P0029,2007-s1,A,2007-s1-A-GB,B,6,3,1,11,62,True,19,Made playoffs
P0655,2007-s1,A,2007-s1-A-GB,B,6,2,1,9,58,True,30,Made playoffs
P0076,2007-s1,A,2007-s1-A-GB,B,6,4,2,12,68,True,7,Made playoffs
P0710,2007-s1,A,2007-s1-A-GB,B,4,1,1,5,40,False,,Group stage
P0925,2007-s1,A,2007-s1-A-GB,B,5,1,2,5,40,False,,Group stage
P0653,2007-s1,A,2007-s1-A-GB,B,6,2,2,8,43,False,,Group stage
P0609,2007-s1,A,2007-s1-A-GB,B,5,0,4,1,30,False,,Group stage
P0239,2007-s1,A,2007-s1-A-GC,C,6,6,0,18,78,True,17,Made playoffs
P0258,2007-s1,A,2007-s1-A-GC,C,6,3,2,10,48,False,,Group stage
P0259,2007-s1,A,2007-s1-A-GC,C,6,2,3,7,48,False,,Group stage
P0697,2007-s1,A,2007-s1-A-GC,C,6,3,2,10,57,True,32,Made playoffs
P0659,2007-s1,A,2007-s1-A-GC,C,6,0,5,1,35,False,,Group stage
P0271,2007-s1,A,2007-s1-A-GC,C,6,1,5,3,23,False,,Group stage
P0812,2007-s1,A,2007-s1-A-GC,C,6,4,2,12,60,True,11,Made playoffs
P0024,2007-s1,A,2007-s1-A-GD,D,6,0,5,1,35,False,,Group stage
P0411,2007-s1,A,2007-s1-A-GD,D,6,5,0,16,60,True,25,Made playoffs
P0223,2007-s1,A,2007-s1-A-GD,D,6,3,3,9,50,False,,Group stage
P0493,2007-s1,A,2007-s1-A-GD,D,6,3,2,10,57,True,10,Made playoffs
P0484,2007-s1,A,2007-s1-A-GD,D,6,3,2,10,52,True,8,Made playoffs
P0240,2007-s1,A,2007-s1-A-GD,D,6,1,5,3,40,False,,Group stage
P0073,2007-s1,A,2007-s1-A-GD,D,6,4,2,12,57,True,27,Made playoffs
P0300,2007-s1,A,2007-s1-A-GE,E,6,3,3,9,48,False,,Group stage
P0378,2007-s1,A,2007-s1-A-GE,E,5,1,4,3,36,False,,Group stage
P0172,2007-s1,A,2007-s1-A-GE,E,6,4,1,13,67,True,23,Made playoffs
P0800,2007-s1,A,2007-s1-A-GE,E,6,2,4,6,45,False,,Group stage
P0430,2007-s1,A,2007-s1-A-GE,E,6,5,1,15,57,True,13,Made playoffs
P0321,2007-s1,A,2007-s1-A-GE,E,6,3,2,10,55,True,24,Made playoffs
P0140,2007-s1,A,2007-s1-A-GE,E,5,1,4,3,38,False,,Group stage
P0333,2007-s1,A,2007-s1-A-GF,F,6,4,2,12,68,True,28,Made playoffs
P0359,2007-s1,A,2007-s1-A-GF,F,5,0,5,0,28,False,,Group stage
P0018,2007-s1,A,2007-s1-A-GF,F,6,4,0,14,63,True,29,Runner-up
P0541,2007-s1,A,2007-s1-A-GF,F,5,2,3,6,34,False,,Group stage
P0383,2007-s1,A,2007-s1-A-GF,F,4,1,3,3,38,False,,Group stage
P0166,2007-s1,A,2007-s1-A-GF,F,6,2,3,7,47,False,,Group stage
P0939,2007-s1,A,2007-s1-A-GF,F,6,4,1,13,62,True,31,Made playoffs
P0205,2007-s1,A,2007-s1-A-GG,G,6,4,2,12,55,True,12,Made playoffs
P0788,2007-s1,A,2007-s1-A-GG,G,6,2,4,6,43,False,,Group stage
P0512,2007-s1,A,2007-s1-A-GG,G,6,5,0,16,58,True,9,Made playoffs
P0666,2007-s1,A,2007-s1-A-GG,G,6,1,5,3,45,False,,Group stage
P0250,2007-s1,A,2007-s1-A-GG,G,6,4,1,13,62,True,15,Made playoffs
P0616,2007-s1,A,2007-s1-A-GG,G,6,0,6,0,33,False,,Group stage
P0717,2007-s1,A,2007-s1-A-GG,G,6,4,2,12,53,True,14,Made playoffs
P0270,2007-s1,A,2007-s1-A-GH,H,6,3,2,10,52,True,26,Made playoffs
P0418,2007-s1,A,2007-s1-A-GH,H,6,0,6,0,22,False,,Group stage
P0363,2007-s1,A,2007-s1-A-GH,H,6,3,2,10,60,True,3,Made playoffs
P0261,2007-s1,A,2007-s1-A-GH,H,6,4,1,13,60,True,5,Champion
P0617,2007-s1,A,2007-s1-A-GH,H,6,3,2,10,52,True,6,Made playoffs
P0682,2007-s1,A,2007-s1-A-GH,H,6,3,3,9,50,False,,Group stage
P0427,2007-s1,A,2007-s1-A-GH,H,6,3,3,9,55,False,,Group stage
P0242,2007-s1,A,2007-s1-A-GI,I,4,1,2,4,50,False,,Group stage
P0440,2007-s1,A,2007-s1-A-GI,I,6,3,2,10,50,True,20,Made playoffs
P0246,2007-s1,A,2007-s1-A-GI,I,5,3,2,9,52,False,,Group stage
P0853,2007-s1,A,2007-s1-A-GI,I,6,6,0,18,85,True,2,Made playoffs
P0897,2007-s1,A,2007-s1-A-GI,I,6,3,2,10,45,True,22,Made playoffs
P0588,2007-s1,A,2007-s1-A-GI,I,6,1,5,3,43,False,,Group stage
P0878,2007-s1,A,2007-s1-A-GI,I,6,1,4,4,33,False,,Group stage
P0068,2007-s1,B,2007-s1-B-GA,A,6,4,1,13,63,True,23,Made playoffs
P0770,2007-s1,B,2007-s1-B-GA,A,6,2,4,6,40,False,,Group stage
P0340,2007-s1,B,2007-s1-B-GA,A,6,2,4,6,39,False,,Group stage
P0809,2007-s1,B,2007-s1-B-GA,A,6,4,2,12,60,True,12,Made playoffs
P0508,2007-s1,B,2007-s1-B-GA,A,6,2,4,6,45,False,,Group stage
P0558,2007-s1,B,2007-s1-B-GA,A,4,1,3,3,41,False,,Group stage
P0938,2007-s1,B,2007-s1-B-GA,A,6,5,0,16,68,True,2,Made playoffs
P0917,2007-s1,B,2007-s1-B-GB,B,6,4,2,12,58,True,11,Made playoffs
P0648,2007-s1,B,2007-s1-B-GB,B,6,2,4,6,47,False,,Group stage
P0693,2007-s1,B,2007-s1-B-GB,B,6,3,1,11,58,True,14,Made playoffs
P0307,2007-s1,B,2007-s1-B-GB,B,6,4,2,12,47,True,24,Made playoffs
P0183,2007-s1,B,2007-s1-B-GB,B,6,2,3,7,43,False,,Group stage
P0441,2007-s1,B,2007-s1-B-GB,B,6,0,5,1,40,False,,Group stage
P0467,2007-s1,B,2007-s1-B-GB,B,6,4,2,12,57,True,5,Made playoffs
P0296,2007-s1,B,2007-s1-B-GC,C,6,4,2,12,57,True,3,Made playoffs
P0821,2007-s1,B,2007-s1-B-GC,C,5,3,2,9,56,False,,Group stage
P0491,2007-s1,B,2007-s1-B-GC,C,6,2,2,8,49,False,,Group stage
P0766,2007-s1,B,2007-s1-B-GC,C,5,0,5,0,27,False,,Group stage
P0485,2007-s1,B,2007-s1-B-GC,C,6,3,2,10,53,True,8,Made playoffs
P0698,2007-s1,B,2007-s1-B-GC,C,6,2,3,7,48,False,,Group stage
P0876,2007-s1,B,2007-s1-B-GC,C,6,5,1,15,63,True,9,Made playoffs
P0695,2007-s1,B,2007-s1-B-GD,D,6,4,1,13,60,True,31,Made playoffs
P0872,2007-s1,B,2007-s1-B-GD,D,6,3,3,9,57,True,26,Runner-up
P0887,2007-s1,B,2007-s1-B-GD,D,4,3,1,9,60,True,22,Made playoffs
P0842,2007-s1,B,2007-s1-B-GD,D,6,0,6,0,30,False,,Group stage
P0591,2007-s1,B,2007-s1-B-GD,D,6,5,1,15,75,True,18,Made playoffs
P0665,2007-s1,B,2007-s1-B-GD,D,6,3,3,9,43,False,,Group stage
P0663,2007-s1,B,2007-s1-B-GD,D,6,2,3,7,37,False,,Group stage
P0404,2007-s1,B,2007-s1-B-GE,E,6,4,1,13,58,True,21,Made playoffs
P0217,2007-s1,B,2007-s1-B-GE,E,6,3,3,9,45,True,16,Made playoffs
P0795,2007-s1,B,2007-s1-B-GE,E,6,3,3,9,57,False,,Group stage
P0731,2007-s1,B,2007-s1-B-GE,E,6,4,2,12,57,False,,Group stage
P0673,2007-s1,B,2007-s1-B-GE,E,6,1,5,3,28,False,,Group stage
P0813,2007-s1,B,2007-s1-B-GE,E,6,4,2,12,65,True,15,Made playoffs
P0835,2007-s1,B,2007-s1-B-GE,E,6,1,4,4,40,False,,Group stage
P0315,2007-s1,B,2007-s1-B-GF,F,6,4,2,12,55,True,32,Made playoffs
P0913,2007-s1,B,2007-s1-B-GF,F,6,3,2,10,60,True,10,Champion
P0683,2007-s1,B,2007-s1-B-GF,F,6,0,5,1,17,False,,Group stage
P0344,2007-s1,B,2007-s1-B-GF,F,6,4,2,12,58,True,27,Made playoffs
P0819,2007-s1,B,2007-s1-B-GF,F,6,4,1,13,65,True,13,Made playoffs
P0465,2007-s1,B,2007-s1-B-GF,F,6,1,3,5,40,False,,Group stage
P0126,2007-s1,B,2007-s1-B-GF,F,6,2,3,7,55,False,,Group stage
P0009,2007-s1,B,2007-s1-B-GG,G,3,1,2,3,57,False,,Group stage
P0822,2007-s1,B,2007-s1-B-GG,G,2,1,1,3,45,False,,Group stage
P0241,2007-s1,B,2007-s1-B-GG,G,5,0,5,0,30,True,30,Made playoffs
P0831,2007-s1,B,2007-s1-B-GG,G,3,3,0,9,63,False,,Group stage
P0447,2007-s1,B,2007-s1-B-GG,G,5,3,2,9,54,True,20,Made playoffs
P0327,2007-s1,B,2007-s1-B-GG,G,6,4,2,12,55,True,7,Made playoffs
P0914,2007-s1,B,2007-s1-B-GG,G,2,1,1,3,50,False,,Group stage
P0741,2007-s1,B,2007-s1-B-GH,H,6,1,1,7,50,False,,Group stage
P0771,2007-s1,B,2007-s1-B-GH,H,6,3,2,10,52,True,6,Made playoffs
P0452,2007-s1,B,2007-s1-B-GH,H,6,3,1,11,58,True,4,Made playoffs
P0932,2007-s1,B,2007-s1-B-GH,H,5,2,1,8,50,False,,Group stage
P0051,2007-s1,B,2007-s1-B-GH,H,6,2,3,7,53,False,,Group stage
P0544,2007-s1,B,2007-s1-B-GH,H,6,4,1,13,60,True,29,Made playoffs
P0772,2007-s1,B,2007-s1-B-GH,H,6,0,5,1,32,False,,Group stage
P0667,2007-s1,B,2007-s1-B-GI,I,6,1,5,3,30,False,,Group stage
P0431,2007-s1,B,2007-s1-B-GI,I,6,4,2,12,58,True,19,Made playoffs
P0763,2007-s1,B,2007-s1-B-GI,I,6,4,2,12,55,False,,Group stage
P0406,2007-s1,B,2007-s1-B-GI,I,6,1,5,3,35,False,,Group stage
P0862,2007-s1,B,2007-s1-B-GI,I,6,4,2,12,62,True,28,Made playoffs
P0514,2007-s1,B,2007-s1-B-GI,I,6,5,1,15,67,True,25,Made playoffs
P0742,2007-s1,B,2007-s1-B-GI,I,6,2,4,6,43,False,,Group stage
P0920,2007-s2,A,2007-s2-A-GA,A,5,4,1,12,60,True,5,Made playoffs
P0843,2007-s2,A,2007-s2-A-GA,A,6,2,3,7,50,False,,Group stage
P0223,2007-s2,A,2007-s2-A-GA,A,6,2,4,6,45,False,,Group stage
P0363,2007-s2,A,2007-s2-A-GA,A,6,3,2,10,53,True,6,Made playoffs
P0140,2007-s2,A,2007-s2-A-GA,A,6,3,2,10,55,True,20,Made playoffs
P0905,2007-s2,A,2007-s2-A-GA,A,6,2,2,8,42,False,,Group stage
P0491,2007-s2,A,2007-s2-A-GA,A,6,2,3,7,48,False,,Group stage
P0385,2007-s2,A,2007-s2-A-GB,B,6,4,1,13,63,True,21,Made playoffs
P0362,2007-s2,A,2007-s2-A-GB,B,2,0,2,0,35,False,,Group stage
P0029,2007-s2,A,2007-s2-A-GB,B,6,4,2,12,63,True,14,Made playoffs
P0617,2007-s2,A,2007-s2-A-GB,B,3,0,2,1,37,False,,Group stage
P0068,2007-s2,A,2007-s2-A-GB,B,1,1,0,3,60,False,,Group stage
P0196,2007-s2,A,2007-s2-A-GB,B,5,4,1,12,74,True,11,Made playoffs
P0242,2007-s2,A,2007-s2-A-GB,B,6,4,2,12,65,True,16,Made playoffs
P0609,2007-s2,A,2007-s2-A-GC,C,6,0,5,1,33,False,,Group stage
P0655,2007-s2,A,2007-s2-A-GC,C,6,2,2,8,48,False,,Group stage
P0812,2007-s2,A,2007-s2-A-GC,C,6,3,1,11,53,True,3,Made playoffs
P0258,2007-s2,A,2007-s2-A-GC,C,6,4,0,14,73,True,13,Champion
P0024,2007-s2,A,2007-s2-A-GC,C,6,1,2,6,45,False,,Group stage
P0378,2007-s2,A,2007-s2-A-GC,C,6,1,1,7,50,False,,Group stage
P0659,2007-s2,A,2007-s2-A-GC,C,6,3,3,9,47,True,30,Made playoffs
P0321,2007-s2,A,2007-s2-A-GD,D,6,4,1,13,63,True,29,Made playoffs
P0335,2007-s2,A,2007-s2-A-GD,D,5,0,3,2,36,False,,Group stage
P0541,2007-s2,A,2007-s2-A-GD,D,6,1,3,5,45,False,,Group stage
P0131,2007-s2,A,2007-s2-A-GD,D,4,0,2,2,40,False,,Group stage
P0300,2007-s2,A,2007-s2-A-GD,D,6,1,2,6,50,False,,Group stage
P0897,2007-s2,A,2007-s2-A-GD,D,6,4,1,13,57,True,15,Made playoffs
P0205,2007-s2,A,2007-s2-A-GD,D,6,4,1,13,57,True,12,Made playoffs
P0493,2007-s2,A,2007-s2-A-GE,E,6,5,0,16,62,True,25,Made playoffs
P0270,2007-s2,A,2007-s2-A-GE,E,6,5,1,15,68,True,23,Runner-up
P0485,2007-s2,A,2007-s2-A-GE,E,6,2,4,6,43,False,,Group stage
P0333,2007-s2,A,2007-s2-A-GE,E,6,3,3,9,55,True,26,Made playoffs
P0224,2007-s2,A,2007-s2-A-GE,E,6,4,1,13,60,True,28,Made playoffs
P0616,2007-s2,A,2007-s2-A-GE,E,6,1,5,3,38,False,,Group stage
P0427,2007-s2,A,2007-s2-A-GE,E,4,0,4,0,35,False,,Group stage
P0430,2007-s2,A,2007-s2-A-GF,F,6,4,2,12,53,True,7,Made playoffs
P0819,2007-s2,A,2007-s2-A-GF,F,6,2,4,6,47,False,,Group stage
P0240,2007-s2,A,2007-s2-A-GF,F,6,3,3,9,53,False,,Group stage
P0186,2007-s2,A,2007-s2-A-GF,F,6,3,3,9,40,False,,Group stage
P0344,2007-s2,A,2007-s2-A-GF,F,6,2,4,6,43,False,,Group stage
P0902,2007-s2,A,2007-s2-A-GF,F,6,3,2,10,57,True,8,Made playoffs
P0247,2007-s2,A,2007-s2-A-GF,F,6,3,2,10,57,True,4,Made playoffs
P0917,2007-s2,A,2007-s2-A-GG,G,5,0,4,1,28,False,,Group stage
P0165,2007-s2,A,2007-s2-A-GG,G,5,1,3,4,44,False,,Group stage
P0512,2007-s2,A,2007-s2-A-GG,G,6,6,0,18,70,False,,Group stage
P0172,2007-s2,A,2007-s2-A-GG,G,6,4,2,12,57,True,19,Made playoffs
P0856,2007-s2,A,2007-s2-A-GG,G,3,0,2,1,30,False,,Group stage
P0411,2007-s2,A,2007-s2-A-GG,G,5,3,1,10,66,True,24,Made playoffs
P0877,2007-s2,A,2007-s2-A-GG,G,3,1,2,3,47,False,,Group stage
P0440,2007-s2,A,2007-s2-A-GH,H,6,2,4,6,27,False,,Group stage
P0717,2007-s2,A,2007-s2-A-GH,H,6,1,5,3,33,False,,Group stage
P0931,2007-s2,A,2007-s2-A-GH,H,6,2,4,6,47,False,,Group stage
P0777,2007-s2,A,2007-s2-A-GH,H,6,3,3,9,57,False,,Group stage
P0874,2007-s2,A,2007-s2-A-GH,H,6,6,0,18,75,True,1,Made playoffs
P0239,2007-s2,A,2007-s2-A-GH,H,6,4,2,12,62,True,27,Made playoffs
P0250,2007-s2,A,2007-s2-A-GH,H,6,3,3,9,50,True,22,Made playoffs
P0094,2007-s2,A,2007-s2-A-GI,I,6,3,2,10,50,True,10,Made playoffs
P0769,2007-s2,A,2007-s2-A-GI,I,6,4,1,13,58,True,31,Made playoffs
P0725,2007-s2,A,2007-s2-A-GI,I,6,1,5,3,40,False,,Group stage
P0607,2007-s2,A,2007-s2-A-GI,I,6,5,1,15,67,True,9,Made playoffs
P0806,2007-s2,A,2007-s2-A-GI,I,6,0,6,0,30,False,,Group stage
P0863,2007-s2,A,2007-s2-A-GI,I,6,4,2,12,57,True,32,Made playoffs
P0839,2007-s2,A,2007-s2-A-GI,I,6,3,3,9,50,False,,Group stage
P0327,2007-s2,B,2007-s2-B-GA,A,5,4,0,13,72,False,,Group stage
P0798,2007-s2,B,2007-s2-B-GA,A,6,4,1,13,57,True,30,Made playoffs
P0441,2007-s2,B,2007-s2-B-GA,A,6,4,2,12,55,True,31,Made playoffs
P0699,2007-s2,B,2007-s2-B-GA,A,6,2,4,6,40,False,,Group stage
P0688,2007-s2,B,2007-s2-B-GA,A,6,3,3,9,60,True,20,Made playoffs
P0743,2007-s2,B,2007-s2-B-GA,A,5,0,5,0,24,False,,Group stage
P0822,2007-s2,B,2007-s2-B-GA,A,4,1,3,3,38,False,,Group stage
P0051,2007-s2,B,2007-s2-B-GB,B,6,5,1,15,70,True,24,Champion
P0766,2007-s2,B,2007-s2-B-GB,B,6,1,5,3,20,False,,Group stage
P0789,2007-s2,B,2007-s2-B-GB,B,6,0,6,0,33,False,,Group stage
P0404,2007-s2,B,2007-s2-B-GB,B,6,3,3,9,55,False,,Group stage
P0823,2007-s2,B,2007-s2-B-GB,B,6,5,1,15,65,True,22,Made playoffs
P0241,2007-s2,B,2007-s2-B-GB,B,6,4,2,12,53,True,19,Made playoffs
P0814,2007-s2,B,2007-s2-B-GB,B,6,3,3,9,53,False,,Group stage
P0359,2007-s2,B,2007-s2-B-GC,C,6,3,2,10,60,True,3,Made playoffs
P0484,2007-s2,B,2007-s2-B-GC,C,5,4,0,13,74,True,14,Runner-up
P0217,2007-s2,B,2007-s2-B-GC,C,6,3,1,11,55,True,15,Made playoffs
P0467,2007-s2,B,2007-s2-B-GC,C,5,2,3,6,42,False,,Group stage
P0913,2007-s2,B,2007-s2-B-GC,C,6,2,2,8,55,False,,Group stage
P0591,2007-s2,B,2007-s2-B-GC,C,2,0,2,0,40,False,,Group stage
P0700,2007-s2,B,2007-s2-B-GC,C,5,2,1,8,60,False,,Group stage
P0908,2007-s2,B,2007-s2-B-GD,D,6,2,4,6,45,False,,Group stage
P0668,2007-s2,B,2007-s2-B-GD,D,6,0,6,0,25,False,,Group stage
P0701,2007-s2,B,2007-s2-B-GD,D,6,5,1,15,58,True,10,Made playoffs
P0680,2007-s2,B,2007-s2-B-GD,D,6,4,2,12,50,True,12,Made playoffs
P0772,2007-s2,B,2007-s2-B-GD,D,6,2,4,6,50,False,,Group stage
P0842,2007-s2,B,2007-s2-B-GD,D,6,4,2,12,65,True,7,Made playoffs
P0750,2007-s2,B,2007-s2-B-GD,D,6,4,2,12,57,True,27,Made playoffs
P0648,2007-s2,B,2007-s2-B-GE,E,6,0,6,0,20,False,,Group stage
P0406,2007-s2,B,2007-s2-B-GE,E,6,1,5,3,30,False,,Group stage
